Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,High Blood Pressure - Less than High School,Ohio,35,47.3,0.63,52.4,42.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Male,Ohio,34,35.6,0.51,37.5,33.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Rural,Ohio,0,40.9,0,44.1,37.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Some College,Ohio,14,34.5,-0.64,36.8,32.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Suburban,Ohio,29,39.5,0.12,41.8,37.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Urban,Ohio,40,43.5,0.66,46.3,40.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - White,Ohio,29,33.4,-0.05,34.6,32.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Cholesterol,Ohio,19,37.5,-0.36,38.8,36.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Health Status,Ohio,31,50.6,-0.43,52.1,49.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"High Health Status - $25-$49,999",Ohio,20,48.6,0.6,51.8,45.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"High Health Status - $50-$74,999",Ohio,34,56.5,-0.19,60.5,52.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"High Health Status - $75,000 or More",Ohio,33,68.2,-0.35,71,65.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Ages 18-44,Ohio,30,57.7,0.05,60.4,55,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Ages 45-64,Ohio,28,48.5,0.13,50.6,46.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Ages 65+,Ohio,34,39.1,-0.43,41.3,36.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - American Indian/Alaskan Native,Ohio,,20.5,,36.4,4.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Asian,Ohio,,69.8,,80.7,59,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Black,Ohio,,39.6,,45,34.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - College Grad,Ohio,21,68.9,0.29,71.1,66.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Female,Ohio,34,49.4,-0.19,51.4,47.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - High School Grad,Ohio,34,40.6,-0.45,43.1,38.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Hispanic,Ohio,,50.7,,61.2,40.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"High Health Status - Less than $25,000",Ohio,35,28.6,-0.06,31.5,25.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Less than High School,Ohio,19,26.1,0.84,31.4,20.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Male,Ohio,28,51.9,0.02,54.2,49.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Rural,Ohio,,47.5,,50.5,44.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Some College,Ohio,34,50.2,-0.26,53.1,47.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Suburban,Ohio,,50.9,,53.7,48.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - Urban,Ohio,33,46.8,-0.28,49.8,43.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Health Status - White,Ohio,41,51.8,-0.74,53.4,50.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High School Graduation,Ohio,29,82.2,0.14,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation,Ohio,,85.1,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation - American Indian/Alaska Native,Ohio,,68,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation - Asian/Pacific Islander,Ohio,,89,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation - Black,Ohio,,63.4,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation - Hispanic,Ohio,,68.9,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,High School Graduation - White,Ohio,,87,,,,"U.S. Department of Education, National Center for Education Statistics",2012-2013
2015,2015 Annual,Immunization HPV Females,Ohio,37,35.2,-0.575,43.5,26.9,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Females - Above Poverty,Ohio,,34.2,,43.5,24.9,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Females - Below Poverty,Ohio,,41.7,,60.7,22.7,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Females - Black,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Females - Hispanic,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Females - White,Ohio,,35.7,,44.9,26.5,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males,Ohio,18,23.3,0.244,30.6,16,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males - Above Poverty,Ohio,,19,,26.5,11.5,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males - Below Poverty,Ohio,,32.4,,51.2,13.6,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males - Black,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males - Hispanic,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunization HPV Males - White,Ohio,,18,,25.1,10.9,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Immunizations - Adolescents,Ohio,33,-0.458,-0.458,,,America's Health Rankings composite measure,2015
2015,2015 Annual,Immunizations - Children,Ohio,36,68.1,-0.716,75.8,60.4,AHR data,
2015,2015 Annual,Income Disparity Ratio,Ohio,33,4.79,-0.444,0,0,"U.S. Census Bureau, American Community Survey",2014
2015,2015 Annual,Income Inequality - Gini Index,Ohio,26,0.464,,,,"U.S. Census Bureau, American Community Survey",2014
2015,2015 Annual,Infant Mortality,Ohio,45,7.4,1.18,,,AHR data,
2015,2015 Annual,Infant Mortality - American Indian/Alaskan Native,Ohio,,,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Asian,Ohio,,4.74,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Black,Ohio,,12.85,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Hispanic,Ohio,,6.8,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 15-19,Ohio,,11.6,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 20-24,Ohio,,8.3,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 25-29,Ohio,,7,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 30-34,Ohio,,6,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 35-39,Ohio,,6,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - Mother Ages 40-44,Ohio,,10.8,,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infant Mortality - White,Ohio,42,6.25,1.28,,,"CDC WONDER Online Database, Linked Birth/Infant Death files",2012-2013
2015,2015 Annual,Infectious Disease,Ohio,21,-0.203,-0.203,,,America's Health Rankings composite measure,2015
2015,2015 Annual,Injury Deaths,Ohio,,65.5,,66.3,64.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 15-24,Ohio,,51.2,,53.2,49.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 25-34,Ohio,,78,,80.7,75.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 35-44,Ohio,,76.4,,79,73.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 45-54,Ohio,,82.5,,85,80,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 5-14,Ohio,,5.3,,6,4.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 55-64,Ohio,,63.3,,65.6,61,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Ages 65-74,Ohio,,59.9,,62.8,57,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - American Indian/Alaskan Native,Ohio,,,,20.3,6.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Asian/Pacific Islander,Ohio,,22.5,,26.9,18.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Black,Ohio,,69.2,,71.7,66.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Female,Ohio,,40.6,,41.5,39.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Hispanic,Ohio,,37.1,,41.6,32.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - Male,Ohio,,92.2,,93.7,90.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Injury Deaths - White,Ohio,,65.4,,66.3,64.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Insufficient Sleep,Ohio,38,37.1,0.84,38.5,35.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $25-$49,999",Ohio,31,36,0.3,39.1,32.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Ohio,44,37.5,1.15,41.4,33.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Ohio,28,30.8,0.17,33.5,28,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Ohio,43,40.3,1.19,43,37.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Ohio,38,39.4,0.59,41.5,37.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Ohio,33,26,0.21,28.1,24,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaskan Native,Ohio,0,53.4,0,79.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Ohio,0,34.6,0,47.4,21.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Ohio,0,48.5,0,53.9,43.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - College Grad,Ohio,25,28.1,0,30.4,25.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Female,Ohio,39,36.6,0.84,38.5,34.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - High School Grad,Ohio,45,40.8,0.91,43.3,38.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Hispanic,Ohio,0,39.9,0,49.8,29.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - Less Than $25,000",Ohio,46,46.4,1.18,49.6,43.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Less than High School,Ohio,41,44.8,0.7,50.3,39.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Male,Ohio,40,37.5,0.82,39.8,35.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Rural,Ohio,0,38.9,0,41.8,36,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Some College,Ohio,40,39.7,0.63,42.6,36.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Suburban,Ohio,0,32.8,0,35.5,30.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Urban,Ohio,42,36.8,0.81,39.7,33.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - White,Ohio,44,35.3,1.33,36.9,33.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Low Birthweight,Ohio,35,8.5,0.41,8.6,8.4,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Black/African American,Ohio,,13.3,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - College Graduate,Ohio,,6.7,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - High School Graduate,Ohio,,9.5,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Hispanic,Ohio,,8.1,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Less than High School,Ohio,,11.1,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 15-19,Ohio,,9.6,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 20-24,Ohio,,8.8,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 25-29,Ohio,,7.9,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 30-34,Ohio,,7.9,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 35-39,Ohio,,9.4,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Mother Ages 40-44,Ohio,,12.2,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - Some College,Ohio,,8.5,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Low Birthweight - White,Ohio,,7.4,,,,"CDC WONDER Online Database, Natality public-use data",2013
2015,2015 Annual,Median Household Income,Ohio,35,49644,-0.44,,,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2014
2015,2015 Annual,Meningococcal Immunizations,Ohio,32,73.7,-0.482,79.1,68.3,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Meningococcal Immunizations - Above Poverty,Ohio,,71.7,,78,65.4,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Meningococcal Immunizations - Below Poverty,Ohio,,83,,93.6,72.4,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Meningococcal Immunizations - Black,Ohio,,77.6,,95.1,60.1,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Meningococcal Immunizations - Hispanic,Ohio,,,,0,0,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Meningococcal Immunizations - White,Ohio,,72,,78,66,"CDC, National Immunization Survey-Teen",2014
2015,2015 Annual,Obesity,Ohio,43,32.6,0.92,34.1,31.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Obesity - $25-$49,999",Ohio,31,34.2,0.41,37.2,31.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Obesity - $50-$74,999",Ohio,47,37.5,1.62,41.5,33.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Obesity - $75,000 or More",Ohio,37,29.9,0.97,32.6,27.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Ages 18-44,Ohio,25,26.6,0.24,29.1,24.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Ages 45-64,Ohio,47,39.5,1.39,41.7,37.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Ages 65+,Ohio,50,33.4,1.78,35.7,31.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - American Indian/Alaskan Native,Ohio,,40.7,,66.2,15.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Asian,Ohio,,7.8,,13.5,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Black,Ohio,,41.9,,47.3,36.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - College Grad,Ohio,36,26.4,1.1,28.5,24.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Female,Ohio,41,32.4,0.97,34.3,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - High School Grad,Ohio,41,37,0.79,39.5,34.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Hispanic,Ohio,,26.4,,35.2,17.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Obesity - Less Than $25,000",Ohio,48,40.9,1.47,44.1,37.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Less than High School,Ohio,48,40.7,1.09,46.2,35.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Male,Ohio,41,32.8,1.18,34.9,30.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Rural,Ohio,,33.7,,36.5,30.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Some College,Ohio,47,38,1.43,40.9,35,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Suburban,Ohio,,32.8,,35.5,30.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Urban,Ohio,50,36.9,2,39.9,33.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - White,Ohio,45,32,1.24,33.5,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Obesity - Youth,Ohio,,13,,15.5,10.8,"CDC, Youth Behavioral Risk Surveillance System",2013
2015,2015 Annual,Occupational Fatalities,Ohio,18,3.9,0.105,4.3,3.5,"U.S. Bureau of Labor Statistics, Census of Fatal Occupational Injuries; U.S. Bureau of Economic Analysis",2012-2014
2015,2015 Annual,Overall,Ohio,39,-0.366,,,,America's Health Rankings composite measure,2015
2015,2015 Annual,"Personal Income, Per Capita ",Ohio,29,42571,-1.544,,,U.S. Bureau of Economic Analysis,2014
2015,2015 Annual,Pertussis,Ohio,34,12.7,0.29,,,"CDC, National Notifiable Infectious Diseases Surveillance System, Annual Tables of Infectious Disease Data",2013
2015,2015 Annual,Physical Inactivity,Ohio,36,25,0.66,26.2,23.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Physical Inactivity - $25-$49,999",Ohio,36,27.6,0.26,30.4,24.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Physical Inactivity - $50-$74,999",Ohio,39,21.4,0.53,24.9,17.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Physical Inactivity - $75,000 or More",Ohio,39,14.1,0.72,16.4,11.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Ages 18-44,Ohio,30,18.7,-0.2,20.9,16.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Ages 45-64,Ohio,35,27.1,0.31,29.1,25.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Ages 65+,Ohio,42,34.7,0.82,36.9,32.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - American Indian/Alaskan Native,Ohio,,34.3,,60.8,7.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Asian,Ohio,,24.6,,34.8,14.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Black,Ohio,,28.8,,33.6,24,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - College Grad,Ohio,20,11.3,-0.38,12.8,9.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Female,Ohio,32,26,0.09,27.7,24.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - High School Grad,Ohio,40,34.3,0.66,36.7,31.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Hispanic,Ohio,,24.4,,32.8,15.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Physical Inactivity - Less Than $25,000",Ohio,38,40,0.57,43.1,36.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Less than High School,Ohio,40,45.9,0.71,51.5,40.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Male,Ohio,40,23.8,0.67,25.8,21.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Rural,Ohio,,28.4,,31,25.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Some College,Ohio,31,22.4,0.14,24.8,20,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Suburban,Ohio,,25.2,,27.7,22.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - Urban,Ohio,38,28,0.58,30.7,25.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Physical Inactivity - White,Ohio,40,24.3,0.67,25.7,22.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Policy,Ohio,29,-0.01,,,,America's Health Rankings composite measure,2015
2015,2015 Annual,Poor Mental Health Days,Ohio,39,4.1,0.97,4.4,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $25-$49,999",Ohio,17,3.3,-0.45,3.8,2.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $50-$74,999",Ohio,25,2.7,0,3.2,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Ohio,39,2.3,0.7,2.8,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Ohio,47,5,1.75,5.5,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Ohio,32,4,0.14,4.4,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Ohio,37,2.5,0.28,2.9,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - American Indian/Alaskan Native,Ohio,,5.8,,10.8,0.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Asian,Ohio,,2.2,,3.7,0.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Black,Ohio,,4.8,,5.8,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - College Grad,Ohio,42,2.6,0.75,2.9,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Female,Ohio,42,4.8,1.02,5.2,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - High School Grad,Ohio,36,4.1,0.55,4.5,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Hispanic,Ohio,,5.6,,7.7,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - Less Than $25,000",Ohio,47,7.5,1.65,8.3,6.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Less than High School,Ohio,46,7.2,1.58,8.5,5.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Male,Ohio,35,3.4,0.63,3.8,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Rural,Ohio,,3.9,,4.4,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Some College,Ohio,38,4.1,0.58,4.6,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Suburban,Ohio,,3.3,,3.7,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
