Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,26,381.67,19.29,2.8,19.14,28.28,7
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,18.33,889,25.33,3.33,25.67,22.1,3
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,26.5,3342.5,39,6.5,39,23.1,2
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,25.5,2992.5,38,12.5,37,22.4,2
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,27.35,3226.41,38.68,10.33,38.32,27.31,34
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,28.08,3331.71,38.93,12.27,38.85,26.45,241
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,30,3290.33,39.33,8.2,38.67,28.78,6
6,June,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,25.8,2177,26.71,8,27.14,20.28,10
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,30,4013,39.5,13,38.5,31.2,2
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,30.71,596.27,22.41,3,22.24,27.1,17
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,32,2521.33,33.33,4.33,33.33,37.7,3
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,31.88,2692.5,35.62,9.88,34.75,30.26,8
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,28.64,2980.73,36.55,10.7,36.45,28.48,11
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,30.39,2975.94,35.44,8.29,35.78,28.55,18
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,31.44,2751.98,35.93,9.11,35.87,27.3,45
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,30.65,3107.44,37.52,10.2,37.42,28.26,120
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.5,3248.84,38.28,10.84,38.13,27.47,606
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.84,3322.82,38.8,10.93,38.7,26.96,5359
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,31.59,3300.04,38.67,11.02,38.53,26.81,93
6,June,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.71,2873.95,34.9,6.4,34.9,25.71,21
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,0,0,36.25,939.25,24.75,6,24.5,32.58,4
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,31.88,422.33,21.67,4.86,21.17,28.11,8
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,2,2,34.67,294.67,23,4.33,20,32.4,3
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,32,1914.33,31,9,32.33,33.47,3
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,5,5,37.5,1882.5,30.5,10,30.5,38.15,2
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,24,576,20,3.5,22.5,30.65,2
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,31.33,2365.67,35,4.67,33.33,27.03,3
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,31.33,1935.33,32,6.67,30.5,38.2,3
6,June,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,30.72,2906.72,38.28,8.5,36.94,25.03,18
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,0,0,35,369,20,1,20,32.9,1
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,1,1,25,567,23,2,23,26.3,1
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,4,4,33,510,22,6,22,35.8,1
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,6,6,31,2234,34,6,33,29.2,1
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,8,8,31,3386,37.33,11,37.33,28.5,3
6,June,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,29.79,3092.49,38.1,10.76,37.97,27.9,39
6,June,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,2,2,34,300,22,,21,39.9,1
6,June,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,6,6,25,2365,34,5,34,27.5,1
6,June,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,8,8,41.67,3019,38,12.33,36.33,34.37,3
6,June,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,34.6,3555,40.6,12.25,38.8,25.85,5
6,June,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,29,3459,35,9,36,,1
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,26.28,2704.94,33.71,7.77,33.74,28.66,36
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,28.61,2208.1,33.51,8.56,33.69,28.32,126
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,27.21,2459.03,35.15,9.42,34.67,29.54,135
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,28.72,2381.5,34.48,9.06,33.95,29.24,169
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,28.75,2636.2,35.71,10.68,35.56,28.61,221
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,28.12,2557.23,35.73,10.24,35.43,28.58,376
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,28.55,2699.59,36.19,10.53,35.98,29,730
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,29.11,2717.68,36.25,10.95,36.02,29.09,1492
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,29.03,3006.26,37.42,11.32,37.2,29.2,6099
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.38,3286.2,38.63,11.91,38.48,28.39,36227
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.63,3393.59,38.9,12.09,38.77,28.77,663
6,June,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,27.92,2660.6,36.01,10.84,35.57,28.62,96
6,June,1,In Hospital,3,Primary C-section,2,Breech,0,0,30,1665.5,28.25,7.25,31.5,32.05,4
6,June,1,In Hospital,3,Primary C-section,2,Breech,1,1,28.26,1205.74,28.84,7.21,28.37,27.13,43
6,June,1,In Hospital,3,Primary C-section,2,Breech,2,2,27.98,1307.15,29.24,8.68,28.59,27.72,46
6,June,1,In Hospital,3,Primary C-section,2,Breech,3,3,29.29,1344.41,29.33,7.81,28.94,28.16,51
6,June,1,In Hospital,3,Primary C-section,2,Breech,4,4,28.09,1745,31.14,8.37,30.91,29.36,56
6,June,1,In Hospital,3,Primary C-section,2,Breech,5,5,29.03,1657.12,31.1,8.98,30.61,29.81,98
6,June,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.26,1851.73,31.93,9.08,31.55,28.82,208
6,June,1,In Hospital,3,Primary C-section,2,Breech,7,7,29.6,2032.8,32.87,9.09,32.59,29.2,478
6,June,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.93,2534.59,35.45,10.78,35.27,28.65,1455
6,June,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.16,2989.55,37.58,11.55,37.42,27.03,6773
6,June,1,In Hospital,3,Primary C-section,2,Breech,10,10,28.79,3141.49,38.25,12.13,38.13,26,126
6,June,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,28.92,1997.28,31.46,12.47,31.54,28.95,26
6,June,1,In Hospital,3,Primary C-section,3,Other,0,0,27,2250,30.5,12,30.5,24.85,2
6,June,1,In Hospital,3,Primary C-section,3,Other,1,1,29,1992.5,32.83,9.17,32.83,28.4,6
6,June,1,In Hospital,3,Primary C-section,3,Other,2,2,30.6,2312.4,33.2,11.8,32.6,30.28,5
6,June,1,In Hospital,3,Primary C-section,3,Other,3,3,32.75,2726.25,36,7.5,35,26.3,4
6,June,1,In Hospital,3,Primary C-section,3,Other,4,4,30.3,2031.8,33.9,6,33.8,30.33,10
6,June,1,In Hospital,3,Primary C-section,3,Other,5,5,31.57,2124.14,33.29,10.07,33.07,33.86,14
6,June,1,In Hospital,3,Primary C-section,3,Other,6,6,26.88,1522.12,29.84,6.88,29.92,27.87,25
6,June,1,In Hospital,3,Primary C-section,3,Other,7,7,29.39,2291.19,33.78,8.88,33.83,28.65,54
6,June,1,In Hospital,3,Primary C-section,3,Other,8,8,30.38,2805.49,36.38,10.91,36.23,28.63,175
6,June,1,In Hospital,3,Primary C-section,3,Other,9,9,29.96,3165.42,38.1,11.65,37.9,28.43,822
6,June,1,In Hospital,3,Primary C-section,3,Other,10,10,28.6,3341.67,39.2,12.21,39.2,26.53,15
6,June,1,In Hospital,3,Primary C-section,3,Other,99,Unknown or Not Stated,26.5,2637.5,36,10,36,27.3,2
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,1,1,25,450,29.5,6,29.5,24.2,2
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,3,3,22,3570,38,,38,31,1
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,4,4,26,595,24,5,24,22,1
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,5,5,25,2014.5,34,4,32.5,24,2
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,6,6,26.5,3402.5,39.5,10.25,39.25,22.03,4
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,7,7,27.78,2019,32.56,9.33,32.78,28.44,9
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,8,8,25.26,2975.65,37.1,14.32,36.97,29.88,31
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,9,9,29.72,3332.23,38.65,12.91,38.48,29.13,194
6,June,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,10,10,31.33,3534.33,39,11,39,32.4,3
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,0,0,28.33,2881.11,36.22,10.5,35.89,29.88,9
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,1,1,30.89,2245.82,33.53,9.31,33.07,30.34,45
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,2,2,29.97,2775,35.27,9.29,34.85,29.53,33
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,3,3,30.55,2586.39,35.14,9.49,34.65,30.13,51
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,4,4,30.21,2798.05,35.49,10.36,35.32,31.06,78
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,5,5,29.97,2701.83,35.34,9.34,35.38,31.91,122
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,6,6,31.47,2752.58,35.63,10.05,35.56,30.35,298
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,7,7,30.99,2951,36.61,11.03,36.44,31.15,784
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,8,8,30.78,3192.96,37.71,11.13,37.57,29.81,4329
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,9,9,31.12,3348.91,38.46,11.37,38.36,29.06,32924
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,10,10,30.58,3408.82,38.68,11.67,38.59,28.83,816
6,June,1,In Hospital,4,Repeat C-section,1,Cephalic,99,Unknown or Not Stated,32.14,3091.75,37.31,13.66,36.94,30.48,36
6,June,1,In Hospital,4,Repeat C-section,2,Breech,0,0,31.67,1032.33,27,10,27.33,28.63,3
6,June,1,In Hospital,4,Repeat C-section,2,Breech,1,1,32.58,1216.67,27.75,6.27,27.75,30.36,12
6,June,1,In Hospital,4,Repeat C-section,2,Breech,2,2,31.91,2219.91,32.09,9.09,32.55,30.49,11
6,June,1,In Hospital,4,Repeat C-section,2,Breech,3,3,33.75,1800.58,29.5,6.27,29.5,37.45,12
6,June,1,In Hospital,4,Repeat C-section,2,Breech,4,4,31.31,1959.27,32.85,9.16,32.54,33.26,26
6,June,1,In Hospital,4,Repeat C-section,2,Breech,5,5,30.85,1932.24,31.44,8.03,31.47,31.38,33
6,June,1,In Hospital,4,Repeat C-section,2,Breech,6,6,32.71,1945.45,32.29,8.85,32.11,30.54,56
6,June,1,In Hospital,4,Repeat C-section,2,Breech,7,7,31.83,2101.67,32.67,8.67,32.63,30.63,126
6,June,1,In Hospital,4,Repeat C-section,2,Breech,8,8,31.93,2693.74,35.67,10.88,35.46,31.12,413
6,June,1,In Hospital,4,Repeat C-section,2,Breech,9,9,32.13,3065.49,37.52,11.32,37.38,29.46,1706
6,June,1,In Hospital,4,Repeat C-section,2,Breech,10,10,32.44,3207,38.67,12.22,38.15,31.71,27
6,June,1,In Hospital,4,Repeat C-section,2,Breech,99,Unknown or Not Stated,34.5,1957.5,36.5,7.5,33.5,30.4,2
6,June,1,In Hospital,4,Repeat C-section,3,Other,1,1,36,1735,33,0,33,25.2,1
6,June,1,In Hospital,4,Repeat C-section,3,Other,2,2,39,3800,43,14,38,29.4,1
6,June,1,In Hospital,4,Repeat C-section,3,Other,3,3,24,5120,36,12,37,17.9,1
6,June,1,In Hospital,4,Repeat C-section,3,Other,4,4,34,2944.67,36.67,10,36.67,29.97,3
6,June,1,In Hospital,4,Repeat C-section,3,Other,5,5,33.75,2082.5,34.25,9.33,34,25.17,4
6,June,1,In Hospital,4,Repeat C-section,3,Other,6,6,30.4,2103.2,34.4,7.2,34,25.24,5
6,June,1,In Hospital,4,Repeat C-section,3,Other,7,7,33.08,2699.08,35.08,13.17,35.08,27.71,12
6,June,1,In Hospital,4,Repeat C-section,3,Other,8,8,30.88,3052.94,37.03,11.06,36.88,31.24,72
6,June,1,In Hospital,4,Repeat C-section,3,Other,9,9,31.34,3199.35,38.21,11.6,37.89,30.13,404
6,June,1,In Hospital,4,Repeat C-section,3,Other,10,10,28.83,3560.92,38.83,11.45,39,27.28,12
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,5,5,37,2640,39,9,38,21.8,1
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,6,6,32,3317,39,10,39,29.2,1
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,7,7,33.25,3251.88,36.12,16.71,36,31.91,8
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,8,8,33.32,3342.88,38,12.83,38.04,30.26,25
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,9,9,30,3356.52,38.53,12.09,38.34,30.35,204
6,June,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,10,10,26.25,3520.88,38.75,8.57,38.5,26.23,8
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,0,0,30.25,,,,,,4
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,1,1,23,348,22,,22,,1
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,4,4,30,3586.5,40.5,12,40.5,24.1,2
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,6,6,22,2552,41,,41,24.4,1
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,7,7,26,2620,38.67,6.5,38.67,29.57,3
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,28.36,3041.29,38.5,5.69,38.36,25.21,14
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,27.18,3192.24,38.89,8.52,38.54,24.61,110
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,29,3203.33,36.67,5.33,38.67,30.53,3
6,June,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,34,3657,39,,39,30.3,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,4,4,30.5,3050,37,3,37.5,29.05,2
6,June,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,6,6,31,2980,38,12,39,20,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,7,7,28,3147,41,12,41,29.6,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,8,8,31.22,3236.33,38,14.38,38.22,26.41,9
6,June,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,9,9,27.81,3637.56,39.44,8.36,39.19,29.6,16
6,June,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,8,8,27,3813,40,1,40,48.5,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,9,9,29.5,2799.75,38.67,8,38.33,22.9,4
6,June,1,In Hospital,6,C-section (unknown if previous c-section),3,Other,8,8,23,2920,35,12,35,37.2,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,2,2,16,2410,33,,33,,1
6,June,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,9,9,35,3320,39,12,39,32.9,1
6,June,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,5,5,28,2375,35,19,36,31.3,1
6,June,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,28.73,3278.82,38.79,11.17,38.36,26.71,33
6,June,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,10,10,30,2438,37,9,36,21.1,1
6,June,1,In Hospital,9,Unknown or Not Stated,2,Breech,2,2,32,295,19,,19,20,1
6,June,1,In Hospital,9,Unknown or Not Stated,3,Other,9,9,22,3900,39,13,40,37.9,1
6,June,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,26,3570,38,5,38,20.9,1
6,June,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,27.62,3345.71,39.21,9.84,38.83,25.42,24
6,June,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,23,3260,39,,39,20,1
6,June,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,18,3675,40,14,40,23.9,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,27.12,2789.88,35.5,7,36.75,26.15,8
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,24.2,638.25,24.2,2,22,33.24,5
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,30.17,3369.5,37.5,12,37.33,24.48,6
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,30.17,3104,36.83,7.17,36,23.87,6
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,31.5,3621.44,40.3,9.8,40.3,21.83,10
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,31.08,3145,38.42,7.88,38.58,23.76,24
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,31.29,3688.88,39.62,9.44,39.41,24.98,34
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,30.3,3579.99,39.65,10.18,39.34,25.9,105
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,30.16,3620.49,39.79,10.32,39.69,24.86,448
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30.29,3548.56,39.78,10.6,39.59,24.57,2213
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,30.51,3577.62,39.79,9.95,39.7,24.34,1440
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,29.67,3180.45,38.47,6.96,38.41,25.68,439
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,25,1473.5,36.5,6.5,36,21.95,2
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,37,,42,7,42,,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,31,2551,39.5,8.5,38,23.45,2
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,30,455,24,4,22,32.7,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,30,1984.33,33.67,7,33.67,28.27,3
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,34,3203,40,11,40,32.7,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,29,2948.5,38,13.5,37.5,29.3,2
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,30.82,3564.64,38.82,9.55,38.91,26.26,11
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,30.29,3031.43,38.57,8,38,24.09,7
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,31.75,2643,37.5,10.17,36.5,25.13,8
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,23,3760,36,0,39,20.1,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,35,4050.5,40,11,40,29.37,4
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,30,3989.5,41.5,10.5,41,23,2
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,27.62,3187.58,38.71,3.21,38.65,26.71,21
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,33,565,24,6,24,20.3,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,30,428,22,3,22,17.2,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,30,3010,38,7,38,25.3,1
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,25.25,3279,38,6,38.5,24,4
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,34.5,4054,35,6.5,36.5,22.4,2
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,28.55,3514.27,39.64,10.9,39.55,26.36,11
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,30,3890,39.88,5.38,40.12,25.3,8
6,June,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.44,3308.17,38.47,9.24,38.21,23.68,93
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,33,3374,38,4,39,21.6,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,34,508,23,0,23,,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,40,3941,38,14,39,22.3,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,33.33,3553,39.67,10.33,39.67,22.27,3
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,33.41,3482.94,38.82,8.65,38.71,27.18,17
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,31.48,3587.84,39.51,10.73,39.63,26.16,63
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,30.57,3635.74,39.67,10.52,39.83,24.89,46
6,June,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,31,2861.37,37.21,6.41,37.26,25.74,19
6,June,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,0,0,31,1134,28,6,28,29,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,1,1,31,612,23,0,23,25.4,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,4,4,22,1290,27,5,28,32.5,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,10,10,34,2775,42,1,37,23,1
6,June,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,33,3719.5,40,7,40,23.15,2
6,June,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,27,3795,40,14,40,31.6,1
6,June,2,Not in Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,23,2550,37,0,37,18.9,1
6,June,2,Not in Hospital,3,Primary C-section,2,Breech,3,3,34,520,22,4,23,35.7,1
6,June,2,Not in Hospital,4,Repeat C-section,1,Cephalic,8,8,22.5,3160,38,9,37.5,30.8,2
6,June,2,Not in Hospital,4,Repeat C-section,1,Cephalic,9,9,25.25,2938.75,38.5,8.5,38.5,26.28,4
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,32.89,3316.67,39.67,9.75,39.33,27.71,9
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,32.75,3673,40.5,6.75,40.5,20.8,4
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,31.9,2676.75,38,3,37.5,25.3,10
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),2,Breech,99,Unknown or Not Stated,24,3005,39,0,40,,1
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),3,Other,99,Unknown or Not Stated,30,3380,38,,38,34.1,1
6,June,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,28,2948,39,0,39,20,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,8,8,23,4366,40,11,40,26.6,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,30,3529.5,40.5,10.5,40,21.7,2
6,June,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,27.9,3582,37.44,4,37.33,26.7,10
6,June,2,Not in Hospital,9,Unknown or Not Stated,3,Other,8,8,22,3100,38,,38,20.1,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,3,Other,99,Unknown or Not Stated,23,3402,,0,,19.6,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,21,,42,5,40,,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,31,3749.5,39.5,8,39.75,32.83,4
6,June,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,31,3430,42,9,42,,1
6,June,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,29.83,3348.44,38.5,3,38.5,21.8,29
