Month,Birthplace,Delivery,Fetalpresentation,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
July,Freestanding_Birth_Center,Vaginal,Breech,1,35,3505,11,40,21,1
July,Freestanding_Birth_Center,Csection,Cephalic,1,22.5,3070,0.5,40,29.3,2
July,Freestanding_Birth_Center,Csection,Cephalic,1,31.5,3608,10,39,31,2
July,Freestanding_Birth_Center,Csection,Breech,1,28,3575,11,39,28.3,1
July,Freestanding_Birth_Center,Csection,Cephalic,1,29,3374,8,38,26.1,1
July,Freestanding_Birth_Center,Vaginal,Cephalic,1,31,3591,10.67,39.5,21.05,3
July,Freestanding_Birth_Center,Vaginal,Cephalic,1,23,3289,1,39,20,1
July,Home ,Vaginal,Cephalic,0,41,3572,13,41,20.5,1
July,Home ,Vaginal,Cephalic,0,34,2466.5,7,39.5,21.35,2
July,Home ,Vaginal,Cephalic,0,28.4,2459,4.6,36.2,23.28,5
July,Home ,Vaginal,Cephalic,0,30.33,3978.5,6.17,39.33,27.77,6
July,Home ,Vaginal,Cephalic,0,28,3832.14,10.79,39.79,23.6,14
July,Home ,Vaginal,Cephalic,1,30.79,3759.64,8.7,39.88,26.1,33
July,Home ,Vaginal,Cephalic,1,29.77,3657.32,9.04,39.68,25.8,57
July,Home ,Vaginal,Cephalic,1,29.67,3584.66,9.93,39.73,23.85,120
July,Home ,Vaginal,Cephalic,1,29.9,3649.59,9.68,39.75,24.9,575
July,Home ,Vaginal,Cephalic,1,30.56,3619.96,10.12,39.74,24.45,3063
July,Home ,Vaginal,Cephalic,1,30.47,3583.52,9.67,39.76,24.23,2791
July,Home ,Vaginal,Breech,0,32.5,1960,7.5,32,20.1,2
July,Home ,Vaginal,Breech,0,35,3345,13,40,23.6,1
July,Home ,Vaginal,Breech,0,34.33,2579.67,6.33,38,22.7,3
July,Home ,Vaginal,Breech,1,26,2948,11,41,18.2,1
July,Home ,Vaginal,Breech,1,29,3416,5.5,40.5,28.15,2
July,Home ,Vaginal,Breech,1,27.75,3105,9.25,39.25,25.75,4
July,Home ,Vaginal,Breech,1,34.67,2967.5,10.83,39.17,21.02,6
July,Home ,Vaginal,Breech,1,29.82,3362,9.94,39.18,24.06,17
July,Home ,Vaginal,Breech,1,28.69,3198.31,10,39.25,23.52,16
July,Home ,Vaginal,Other,0,38,4536,12,41,23.4,1
July,Home ,Vaginal,Other,1,27,3884,0,41,22.3,1
July,Home ,Vaginal,Other,1,27,4267,10.5,40,24.6,2
July,Home ,Vaginal,Other,1,28,3529.5,13.5,40,22.9,2
July,Home ,Vaginal,Other,1,30.5,3685.5,8.4,40.4,21.37,6
July,Home ,Vaginal,Cephalic,1,35.29,4109.14,9.29,39.57,26.54,7
July,Home ,Vaginal,Cephalic,1,33.5,3784.5,9,39.5,35.1,2
July,Home ,Vaginal,Cephalic,1,32.4,3447.2,9.6,39.2,25.48,5
July,Home ,Vaginal,Cephalic,1,33,3789.72,10.54,39.85,26.83,26
July,Home ,Vaginal,Cephalic,1,32.16,3646.58,10.34,39.85,26.22,151
July,Home ,Vaginal,Cephalic,1,31.75,3620.97,9.74,39.67,25.71,120
July,Home ,Vaginal,Breech,0,33,3912,7,40,44.6,1
July,Home ,Vaginal,Breech,1,28,3317,12,41,27.3,1
July,Home ,Vaginal,Breech,1,33,3119,10,39,32.6,1
July,Home ,Vaginal,Breech,1,31,3402,11,39,23.9,1
July,Home ,Csection,Cephalic,1,21,3601.5,14.5,39.5,36.45,2
July,Home ,Csection,Cephalic,1,22,4082,13,40,39.9,1
July,Home ,Vaginal,Cephalic,1,30.33,3789.33,9.67,39.33,22.7,3
July,Home ,Vaginal,Cephalic,1,29.6,3396.4,11,40.2,25.68,5
July,Home ,Vaginal,Cephalic,1,28.12,3621.75,9.12,39.88,22.97,8
July,Home ,Vaginal,Cephalic,0,27.5,2471.83,7.72,35.76,25.53,30
July,Home ,Vaginal,Cephalic,0,27.8,788.4,6,26.2,28.76,5
July,Home ,Vaginal,Cephalic,0,31.5,3459,10,39.5,23.05,2
July,Home ,Vaginal,Cephalic,0,22.5,2806.5,4,36,26.85,2
July,Home ,Vaginal,Cephalic,0,37,2476.67,5.33,33.67,34.03,3
July,Home ,Vaginal,Cephalic,1,29.57,2765.29,6.29,36.86,28.77,7
July,Home ,Vaginal,Cephalic,1,32,2020.5,7.25,33.25,18.77,4
July,Home ,Vaginal,Cephalic,1,26.07,2692.43,7.71,36.86,27.03,14
July,Home ,Vaginal,Cephalic,1,28.2,3004.58,8.31,37.82,26.1,55
July,Home ,Vaginal,Cephalic,1,28.28,3137.83,8.91,38.46,25.23,257
July,Home ,Vaginal,Cephalic,1,29.05,3189.05,8.85,38.44,25.04,111
July,Home ,Vaginal,Breech,0,36,2187,0,32,,1
July,Home ,Vaginal,Breech,0,23.5,785.5,4.5,28,24.6,2
July,Home ,Vaginal,Breech,1,28,1900,5,30,24.7,1
July,Home ,Vaginal,Breech,1,28,2672,0,34,,1
July,Home ,Vaginal,Breech,1,29.4,2100,7,36.5,21.35,5
July,Home ,Vaginal,Other,0,23.5,3118,1.5,39.5,36.9,2
July,Home ,Vaginal,Other,0,31,2168.5,2.5,30.5,21.3,2
July,Home ,Vaginal,Other,1,38,2977,0,36,,1
July,Home ,Vaginal,Other,1,27,2873,12.33,37.67,22.9,3
July,Home ,Vaginal,Other,1,29.33,2837,1.67,38,19.3,3
July,Home ,Vaginal,Cephalic,0,31.5,2268,2.5,29.5,21.5,2
July,Home ,Vaginal,Cephalic,1,41,1162,7,29,,1
July,Home ,Vaginal,Cephalic,1,27.67,3015,9,38.67,28.17,3
July,Home ,Vaginal,Cephalic,1,30.17,2921,6.75,39.5,23.42,6
July,Home ,Vaginal,Cephalic,1,32.92,3334.58,9.8,39.17,28.12,12
July,Home ,Vaginal,Cephalic,1,36,3114,4.5,36,24.2,2
July,Home ,Csection,Cephalic,1,24,3250,15,37,15.8,1
July,Home ,Vaginal,Cephalic,1,19,2689,0,40,21.9,2
July,Home ,Vaginal,Cephalic,0,26.5,2630.25,11.33,35,24.8,4
July,Home ,Vaginal,Cephalic,0,39,4139,14,41,20.2,1
July,Home ,Vaginal,Cephalic,0,31.67,3572,12,40.67,21.17,3
July,Home ,Vaginal,Cephalic,0,24,2822,8,36.5,37.6,2
July,Home ,Vaginal,Cephalic,1,24,2948,0,40,24.2,1
July,Home ,Vaginal,Cephalic,1,32.44,3597.22,11.89,40.22,23.48,9
July,Home ,Vaginal,Cephalic,1,31.64,3712.18,12.09,40,24.57,11
July,Home ,Vaginal,Cephalic,1,29.81,3480.54,9.51,39.53,23.35,37
July,Home ,Vaginal,Cephalic,1,31.58,3562.93,11.24,39.55,23.89,230
July,Home ,Vaginal,Cephalic,1,32.41,3590.85,11.28,39.68,23.56,309
July,Home ,Vaginal,Breech,1,36.5,2021.5,6.5,36.5,22.15,2
July,Home ,Vaginal,Breech,1,30,2991,8.5,39,25.8,2
July,Home ,Vaginal,Breech,1,35,3572,8,39.5,25.4,2
July,Home ,Vaginal,Other,0,29,2089,0,31,19.7,1
July,Home ,Vaginal,Other,1,29,1272,0,31,19.7,1
July,Home ,Vaginal,Other,1,21.5,3694.5,7.5,38.5,20.25,2
July,Home ,Vaginal,Cephalic,1,27,4026,13,40,21.6,1
July,Home ,Vaginal,Cephalic,1,34,2977,10,37,32,1
July,Home ,Vaginal,Cephalic,1,26,4338,14,41,27.1,1
July,Home ,Vaginal,Cephalic,1,29.89,3243.22,9.33,38.22,23.69,9
July,Home ,Vaginal,Cephalic,1,31.44,3311.33,7.89,39,25.96,9
July,Home ,Vaginal,Breech,1,29,3685,11,41,23.8,1
July,Hospital,Vaginal,Cephalic,0,26,3033,12,41,22.1,1
July,Hospital,Vaginal,Cephalic,0,35,4486,15,42,39.9,1
July,Hospital,Vaginal,Cephalic,1,21,2608,12,40,20.1,1
July,Hospital,Vaginal,Cephalic,1,28,3209,9.75,38.25,25.93,4
July,Hospital,Vaginal,Cephalic,1,24.75,3153,9.5,38.75,22.28,4
July,Hospital,Vaginal,Cephalic,1,28.78,3360.22,12.78,38.56,26.07,9
July,Hospital,Vaginal,Cephalic,1,28.63,3411.44,9.19,39.41,25.03,71
July,Hospital,Vaginal,Cephalic,1,29.51,3430,9.05,39.78,24.19,45
July,Hospital,Vaginal,Cephalic,1,35.75,3374.75,4.75,39.75,23.58,4
July,Hospital,Vaginal,Cephalic,1,31.5,3614.5,13,39,21.75,2
July,Hospital,Vaginal,Cephalic,1,32,3260,11,38,26.6,1
July,Hospital,Csection,Cephalic,1,20,3210,13,40,31.2,1
July,Hospital,Vaginal,Cephalic,1,16,3390,0,40,23.9,1
July,Hospital,Vaginal,Cephalic,1,27,4163,6.5,39,36,2
July,Hospital,Vaginal,Cephalic,1,25,2935,5,38,21.7,1
July,Other,Vaginal,Cephalic,0,37.67,3144,12.5,39,24.47,3
July,Other,Vaginal,Cephalic,0,28.33,1878.5,4.67,27,23,3
July,Other,Vaginal,Cephalic,0,21,3015,4,37,23.2,2
July,Other,Vaginal,Cephalic,0,22.33,3398.33,9,39.33,25.77,3
July,Other,Vaginal,Cephalic,1,29.8,3566.2,15.5,39.2,22.3,5
July,Other,Vaginal,Cephalic,1,29.18,2893.36,7.5,36.36,25.31,11
July,Other,Vaginal,Cephalic,1,29.67,2516.17,6.73,35.5,24.95,12
July,Other,Vaginal,Cephalic,1,27.4,2941.34,6.21,37.22,24.95,50
July,Other,Vaginal,Cephalic,1,28.98,3244.15,8.37,38.8,25.2,233
July,Other,Vaginal,Cephalic,1,28.62,3422.22,6.81,39.12,24.34,174
July,Other,Vaginal,Breech,0,18,241,2,20,22.9,1
July,Other,Vaginal,Breech,0,23,2466,0,35,23.7,1
July,Other,Vaginal,Breech,1,24.67,2617.67,4.33,37.33,29.47,3
July,Other,Vaginal,Breech,1,39,3175,6,39,25.5,1
July,Other,Vaginal,Cephalic,0,30,880,5,28,21.3,1
July,Other,Vaginal,Cephalic,1,34.33,2977,6.33,36,22.03,3
July,Other,Vaginal,Cephalic,1,29.18,3358.09,7.73,38.45,25.17,11
July,Other,Vaginal,Cephalic,1,32.8,3532.2,13.4,39.8,28.35,5
July,Other,Vaginal,Breech,1,40,3147,8,37,22.6,1
July,Other,Csection,Cephalic,1,24.5,3526,11.5,38.5,26.15,2
July,Other,Csection,Breech,1,34,1400,7,29,35.3,1
July,Other,Csection,Cephalic,1,26,2415,17,36,21.5,1
July,Other,Vaginal,Cephalic,1,30,3170,0,37,,1
August,Hospital,Vaginal,Cephalic,0,28.58,2167.66,8.1,30.07,27.36,151
August,Hospital,Vaginal,Cephalic,0,27.45,1485.86,6.79,27.56,28.28,911
August,Hospital,Vaginal,Cephalic,0,27.8,2298.91,8.92,32.74,28.02,720
August,Hospital,Vaginal,Cephalic,0,27.38,2679.23,10.17,35.36,27.61,701
August,Hospital,Vaginal,Cephalic,0,27.28,2914.73,10.55,36.54,27.46,1022
August,Hospital,Vaginal,Cephalic,1,27.39,3012.84,10.92,37.25,27.01,1882
August,Hospital,Vaginal,Cephalic,1,27.65,3039.81,10.79,37.38,26.89,3629
August,Hospital,Vaginal,Cephalic,1,27.71,3139.07,11.1,37.8,27.03,10035
August,Hospital,Vaginal,Cephalic,1,27.83,3257.02,11.13,38.43,26.6,61616
August,Hospital,Vaginal,Cephalic,1,28.29,3309.43,11.31,38.81,26.2,576865
August,Hospital,Vaginal,Cephalic,1,27.7,3315.19,11.33,38.82,26.26,12736
August,Hospital,Vaginal,Breech,0,26.33,592.69,4.48,22.25,27.47,33
August,Hospital,Vaginal,Breech,0,27.79,517.83,4.46,21.67,29.54,284
August,Hospital,Vaginal,Breech,0,28.2,646.94,4.74,22.94,28.45,112
August,Hospital,Vaginal,Breech,0,28,899.45,5.94,25.4,27.38,35
August,Hospital,Vaginal,Breech,0,27.95,1018.17,6.21,26.1,28.69,41
August,Hospital,Vaginal,Breech,1,28.97,1602.1,9.69,30.34,26.47,29
August,Hospital,Vaginal,Breech,1,29.51,1925.43,8.51,32.01,27.17,69
August,Hospital,Vaginal,Breech,1,30.12,2098.57,10.18,33.29,27.15,104
August,Hospital,Vaginal,Breech,1,29.72,2567.54,10.82,35.84,26.29,311
August,Hospital,Vaginal,Breech,1,29.82,2911.67,10.89,37.59,26.16,1387
August,Hospital,Vaginal,Breech,1,28.9,3326.86,11.14,38.71,24.88,21
August,Hospital,Vaginal,Other,0,26.75,1036.5,4.25,25.75,28.95,4
August,Hospital,Vaginal,Other,0,27.89,640,5.33,21.83,28.72,36
August,Hospital,Vaginal,Other,0,26.42,2044.45,9.42,30.92,25.03,12
August,Hospital,Vaginal,Other,0,24.67,3657.33,10,39.67,24.17,3
August,Hospital,Vaginal,Other,0,27.5,2819.33,12.47,34.81,25.21,16
August,Hospital,Vaginal,Other,1,26.23,2988.59,9.35,37.41,25.8,22
August,Hospital,Vaginal,Other,1,27.71,2940.62,9.13,36.53,27.91,34
August,Hospital,Vaginal,Other,1,27.46,3121.72,10.35,37.64,27.1,85
August,Hospital,Vaginal,Other,1,27.98,3235.84,11.37,38.16,26.77,418
August,Hospital,Vaginal,Other,1,27.93,3300.1,11.25,38.79,26.25,3392
August,Hospital,Vaginal,Other,1,27.17,3382.25,11.17,38.9,25.88,60
August,Hospital,Vaginal,Cephalic,0,29.4,1767.89,8.56,27.7,26.28,10
August,Hospital,Vaginal,Cephalic,0,31.16,816.65,4.93,23.41,27.83,92
August,Hospital,Vaginal,Cephalic,0,31.86,1778.21,6.88,29.65,30.29,43
August,Hospital,Vaginal,Cephalic,0,32.52,2533.26,9.64,32.2,25.82,25
August,Hospital,Vaginal,Cephalic,0,29.81,2450.19,8.31,34.44,27.49,36
August,Hospital,Vaginal,Cephalic,1,30.26,2836.4,9.87,35.89,28.69,57
August,Hospital,Vaginal,Cephalic,1,30.49,2865.94,9.74,36.38,27.75,148
August,Hospital,Vaginal,Cephalic,1,30.73,2989.22,9.89,36.82,28.56,351
August,Hospital,Vaginal,Cephalic,1,30.67,3247.48,10.61,38.06,27.61,1870
August,Hospital,Vaginal,Cephalic,1,30.71,3325.12,11,38.7,26.98,17036
August,Hospital,Vaginal,Cephalic,1,30.5,3290.55,11.19,38.68,27.08,295
August,Hospital,Vaginal,Breech,0,31.25,267.33,1.75,19,34.67,4
August,Hospital,Vaginal,Breech,0,30.27,521.16,5,22.08,29.95,26
August,Hospital,Vaginal,Breech,0,31.27,1253.3,4.73,24.73,31.62,11
August,Hospital,Vaginal,Breech,0,29.5,1002,6.25,25.75,24,4
August,Hospital,Vaginal,Breech,0,28.5,1053.5,3.67,24.25,23,4
August,Hospital,Vaginal,Breech,1,33.83,827.17,4.83,26.17,31.42,6
August,Hospital,Vaginal,Breech,1,33.25,508.75,3,22.75,33.85,4
August,Hospital,Vaginal,Breech,1,32.18,1596.18,7,29.91,29.51,11
August,Hospital,Vaginal,Breech,1,30.87,2607.67,10.08,35.2,27.63,15
August,Hospital,Vaginal,Breech,1,31.95,3078.31,11.06,37.83,27.91,64
August,Hospital,Vaginal,Breech,1,30,3473.5,11,39,23.5,2
August,Hospital,Vaginal,Other,0,30.67,253,4.33,19,36.37,3
August,Hospital,Vaginal,Other,0,30,3890,13,40,24.9,1
August,Hospital,Vaginal,Other,0,27,3375,9,36,37.4,1
August,Hospital,Vaginal,Other,1,27.5,2070,14,34,29.75,2
August,Hospital,Vaginal,Other,1,29.75,3355.75,9.56,38.06,28.56,16
August,Hospital,Vaginal,Other,1,30.97,3307.78,10.69,38.7,26.41,130
August,Hospital,Vaginal,Other,1,33.5,3242.5,11,38.5,26.8,2
August,Hospital,Csection,Cephalic,0,28.49,2669.04,9.28,35.33,27.99,106
August,Hospital,Csection,Cephalic,0,28.21,2225.2,9.84,33.33,28.98,431
August,Hospital,Csection,Cephalic,0,28,2566.4,10.22,35.17,29.32,464
August,Hospital,Csection,Cephalic,0,28.25,2638.27,10.55,35.61,28.83,585
August,Hospital,Csection,Cephalic,0,28.37,2593.75,10.24,35.26,29.19,783
August,Hospital,Csection,Cephalic,1,29.03,2631.33,10.57,35.48,29.09,1259
August,Hospital,Csection,Cephalic,1,28.5,2697.84,10.9,35.91,29.08,2285
August,Hospital,Csection,Cephalic,1,28.6,2744.99,10.78,36.09,29.13,4858
August,Hospital,Csection,Cephalic,1,28.91,3032.9,11.37,37.4,28.79,20695
August,Hospital,Csection,Cephalic,1,29.22,3295.09,11.82,38.55,28.32,122970
August,Hospital,Csection,Cephalic,1,28.28,3395.96,12.06,38.81,28.6,2495
August,Hospital,Csection,Breech,0,27.71,1433.29,8.09,28.67,28.77,24
August,Hospital,Csection,Breech,0,27.55,1390.52,7.53,29.05,28.3,169
August,Hospital,Csection,Breech,0,28.9,1524.3,7.96,29.66,28.42,133
August,Hospital,Csection,Breech,0,29.11,1576.08,8.43,30.01,29.42,161
August,Hospital,Csection,Breech,0,28.69,1770.11,7.92,30.97,27.85,216
August,Hospital,Csection,Breech,1,28.93,1826.15,8.71,31.38,28.49,357
August,Hospital,Csection,Breech,1,29.18,1808.41,8.6,31.48,29.03,605
August,Hospital,Csection,Breech,1,29.38,2078.55,9.71,32.91,28.7,1398
August,Hospital,Csection,Breech,1,29.78,2564.36,10.72,35.36,28.12,4529
August,Hospital,Csection,Breech,1,30.01,3016.57,11.6,37.56,27,22945
August,Hospital,Csection,Breech,1,28.42,3194.5,12.03,38.18,27.24,424
August,Hospital,Csection,Other,0,29.33,1375.22,4.67,29,28.03,9
August,Hospital,Csection,Other,0,25.79,1753.74,6.26,30.53,27.85,19
August,Hospital,Csection,Other,0,25.86,1735,7.31,30.64,26.76,14
August,Hospital,Csection,Other,0,28.94,2164.59,10.06,32.76,30.59,17
August,Hospital,Csection,Other,0,28.09,2255.69,9.19,33.19,26.72,32
August,Hospital,Csection,Other,1,27.98,1934.74,9.67,32.4,28.49,43
August,Hospital,Csection,Other,1,28.03,1936.15,8.14,32.04,28.18,75
August,Hospital,Csection,Other,1,28.88,2426.37,9.13,34.57,28.04,180
August,Hospital,Csection,Other,1,29.16,2761.65,10.91,36.25,29.05,660
August,Hospital,Csection,Other,1,29.38,3163.73,11.68,38.06,28.36,3103
August,Hospital,Csection,Other,1,29.48,3321.76,12.34,38.45,29.65,75
August,Hospital,Csection,Cephalic,0,29.75,2560.81,9.73,33.28,29.6,32
August,Hospital,Csection,Cephalic,0,31.16,2291.43,8.54,33,28.94,135
August,Hospital,Csection,Cephalic,0,30.78,2619.68,9.57,35.11,31.18,134
August,Hospital,Csection,Cephalic,0,30.16,2500.71,9.58,34.52,31.64,187
August,Hospital,Csection,Cephalic,0,30.83,2717.24,9.47,35.38,31.02,260
August,Hospital,Csection,Cephalic,1,31.03,2737.2,9.88,35.52,30.08,446
August,Hospital,Csection,Cephalic,1,30.84,2808.88,10.2,35.71,30.3,863
August,Hospital,Csection,Cephalic,1,30.57,2943.44,10.55,36.38,30.77,2343
August,Hospital,Csection,Cephalic,1,30.66,3201.56,11.01,37.61,29.8,14183
August,Hospital,Csection,Cephalic,1,30.93,3348.68,11.31,38.41,29.05,111376
August,Hospital,Csection,Cephalic,1,30.34,3389.33,11.39,38.63,28.88,2941
August,Hospital,Csection,Breech,0,29.43,2356.29,6,33.67,36.02,7
August,Hospital,Csection,Breech,0,29.82,1451.32,6.96,28.61,31.73,28
August,Hospital,Csection,Breech,0,29.67,1813.47,8.57,30.55,30.49,33
August,Hospital,Csection,Breech,0,32.15,1733.83,7.14,30.09,30.56,54
August,Hospital,Csection,Breech,0,31.75,1812.22,9.48,30.53,29.37,55
August,Hospital,Csection,Breech,1,32.18,2084.45,8.68,32.65,30,84
August,Hospital,Csection,Breech,1,31.7,2107.7,9.7,32.71,30.34,153
August,Hospital,Csection,Breech,1,32.17,2276.7,10.22,33.41,30.98,358
August,Hospital,Csection,Breech,1,31.87,2698.61,10.65,35.49,30.43,1134
August,Hospital,Csection,Breech,1,31.91,3068.15,11.48,37.38,29.53,5483
August,Hospital,Csection,Breech,1,31.13,3163.42,11.71,38.04,28.31,101
August,Hospital,Csection,Other,0,30,1070,8,27,27.3,1
August,Hospital,Csection,Other,0,33.62,1749.25,11.75,30.5,29.31,8
August,Hospital,Csection,Other,0,33.33,3167.67,10.67,35.67,36.4,3
August,Hospital,Csection,Other,0,33.7,2229.5,9,33.9,27.1,10
August,Hospital,Csection,Other,0,33,1528,16.5,31.5,37.7,2
August,Hospital,Csection,Other,1,31.08,2288.25,9.58,32.75,31.45,12
August,Hospital,Csection,Other,1,30.67,2183.7,7.92,32.63,33.78,27
August,Hospital,Csection,Other,1,30.57,2484.46,9.31,34.72,30.48,61
August,Hospital,Csection,Other,1,30.5,3105.67,10.68,36.99,30.3,272
August,Hospital,Csection,Other,1,30.35,3266.85,11.32,38.06,29.78,1921
August,Hospital,Csection,Other,1,30.77,3373.51,11.43,38.81,29.52,43
August,Hospital,Vaginal,Cephalic,0,21.33,360.33,0,20.33,26.4,3
August,Hospital,Vaginal,Cephalic,0,22,293,0,20,29.2,1
August,Hospital,Vaginal,Cephalic,0,25.2,2829.25,6.75,34.4,22.45,5
August,Hospital,Vaginal,Cephalic,0,19,2438,3,39,,1
August,Hospital,Vaginal,Cephalic,1,21.5,1677.5,6.5,33.5,31,2
August,Hospital,Vaginal,Cephalic,1,25.25,2324.5,8.75,32.33,24.3,4
August,Hospital,Vaginal,Cephalic,1,27,2943.62,7.5,37.25,26.18,8
August,Hospital,Vaginal,Cephalic,1,27.66,3166.98,6.87,38.14,27.57,53
August,Hospital,Vaginal,Cephalic,1,27.99,3246.68,8.32,38.8,26.39,360
August,Hospital,Vaginal,Cephalic,1,28.5,3374.88,7.8,39,29.57,8
August,Hospital,Vaginal,Breech,0,29,1790,0,31,,1
August,Hospital,Vaginal,Breech,0,24.8,390,4.5,21,37.65,5
August,Hospital,Vaginal,Breech,0,27,354,3,20,36,1
August,Hospital,Vaginal,Breech,0,21,2110,13,33,33.7,1
August,Hospital,Vaginal,Other,1,38,3767,19,40,28.9,1
August,Hospital,Vaginal,Other,1,32,3515,0,36,21.5,1
August,Hospital,Csection,Cephalic,0,33,1958.5,1.5,30.5,33.75,2
August,Hospital,Csection,Cephalic,0,32,2382.5,7,32.5,29.15,2
August,Hospital,Csection,Cephalic,0,22,3997,14,39,19.1,1
August,Hospital,Csection,Cephalic,1,32,2822.5,5,37.5,30.6,2
August,Hospital,Csection,Cephalic,1,29.5,2353.5,11,35.5,26.62,6
August,Hospital,Csection,Cephalic,1,26.58,2709,9.87,35.53,24.34,19
August,Hospital,Csection,Cephalic,1,30.21,3187.83,11.02,38.34,28.29,58
August,Hospital,Csection,Breech,0,28.5,2637,0,32.5,24.1,2
August,Hospital,Csection,Breech,0,30,1407.33,7,30.67,28.6,3
August,Hospital,Csection,Breech,1,30,1495,8,33.5,36.6,2
August,Hospital,Csection,Breech,1,29.2,2331.6,7.6,33.8,28.65,5
August,Hospital,Csection,Breech,1,31.1,2856,6.83,36.4,24.37,10
August,Hospital,Csection,Other,1,30,3272,0,38.5,29.1,2
August,Hospital,Csection,Other,1,27.5,1280,9,27.5,27,2
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,31.67,3544,11.5,38.5,22.15,3
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,26.5,5029.5,16,41,22.05,2
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,29,3799,14,40.5,30.05,2
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,29.67,3411.67,12,40.33,21.8,3
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,28.45,3666,10.09,39.55,25.62,11
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.91,3473.41,11.47,39.88,24.34,34
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.75,3671.16,11.83,39.8,24.56,107
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.83,3548.39,11.13,39.7,25.04,483
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.91,3536.68,11.35,39.67,24.31,3325
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.72,3533,10.96,39.71,24.31,1161
August,Freestanding_Birth_Center,Vaginal,Breech,1,35,2891,11,36,30.6,1
August,Freestanding_Birth_Center,Vaginal,Breech,1,20,2637,8,40,25.5,1
August,Freestanding_Birth_Center,Vaginal,Breech,1,25.5,3402,13,38.5,31.4,2
August,Freestanding_Birth_Center,Vaginal,Breech,1,32.75,3926.5,11.25,40.25,23.98,4
August,Freestanding_Birth_Center,Vaginal,Breech,1,27.5,3215.5,10,39.5,25.55,2
August,Freestanding_Birth_Center,Vaginal,Other,1,31,4111,15,39,25,1
August,Freestanding_Birth_Center,Vaginal,Other,1,28,3940,16,41,25.1,1
August,Freestanding_Birth_Center,Vaginal,Other,1,37,3807,13,40,19.65,2
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,32,2722,15,39,36.8,1
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,38,3402,3,36,31.2,1
August,Freestanding_Birth_Center,Vaginal,Cephalic,0,36,4678,14,42,28.7,1
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,40,3373,10,37,28.2,1
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,31.25,3577.5,12,39.75,25.6,4
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.23,3837.54,8.69,39.54,26.15,13
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,31.2,3661.15,10.21,39.84,27.09,61
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,32.16,3713.91,11.13,40.25,26,32
August,Freestanding_Birth_Center,Csection,Cephalic,0,21,820,8,26,37.1,1
August,Freestanding_Birth_Center,Csection,Cephalic,1,33,3289,14,39,41.8,1
August,Freestanding_Birth_Center,Csection,Cephalic,1,26,3002,12,38,33.35,2
August,Freestanding_Birth_Center,Csection,Cephalic,1,22,3980.5,14,38.5,31.55,2
August,Freestanding_Birth_Center,Csection,Breech,1,21,2210,0,36,20.1,1
August,Freestanding_Birth_Center,Csection,Other,1,29,3170,0,40,32.6,1
August,Freestanding_Birth_Center,Csection,Cephalic,1,30,3212.2,7.4,39.2,25.64,5
August,Freestanding_Birth_Center,Csection,Cephalic,1,33,3992,16,39,37.2,1
August,Freestanding_Birth_Center,Vaginal,Cephalic,1,36,3785,14.5,39.5,22.55,2
August,Home ,Vaginal,Cephalic,0,28,3756,9,40,21.5,2
August,Home ,Vaginal,Cephalic,0,31.5,3550.75,6.25,39,20.4,4
August,Home ,Vaginal,Cephalic,0,30,3798.6,9.6,39.6,27.6,5
August,Home ,Vaginal,Cephalic,0,27,3912.5,8.67,40.67,27.92,6
August,Home ,Vaginal,Cephalic,0,28.22,3427.22,9.44,39.22,26.77,9
August,Home ,Vaginal,Cephalic,1,30.91,3599.22,8.12,39.62,25.21,32
August,Home ,Vaginal,Cephalic,1,29.95,3617.12,10.02,39.5,25.04,42
August,Home ,Vaginal,Cephalic,1,30.17,3667.4,9.49,39.65,25.31,124
August,Home ,Vaginal,Cephalic,1,30.08,3601.49,9.33,39.68,24.63,558
August,Home ,Vaginal,Cephalic,1,30.67,3615.02,10.03,39.71,24.46,3082
August,Home ,Vaginal,Cephalic,1,30.36,3571.33,9.51,39.75,24.3,2872
August,Home ,Vaginal,Breech,0,28,2980,7,40,26.1,1
August,Home ,Vaginal,Breech,0,27.33,3250.67,11,38.33,19.7,3
August,Home ,Vaginal,Breech,0,26.5,3062,8,40,21.35,2
August,Home ,Vaginal,Breech,0,25,3175,5,38,31.8,1
August,Home ,Vaginal,Breech,1,29,3033,13,41,20.2,1
August,Home ,Vaginal,Breech,1,32,3643,12,40,24.15,2
