"Notes"	"State"	"State Code"	"County"	"County Code"	"Mother's Single Race"	"Mother's Single Race Code"	"Year of Death"	"Year of Death Code"	"Gender"	"Gender Code"	Deaths	Births	Death Rate
	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	15	1634	9.18 (Unreliable)
	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	1554	12.23 (Unreliable)
	"North Carolina"	"37"	"Wake County, NC"	"37183"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	3894	2.82 (Unreliable)
	"North Carolina"	"37"	"Wake County, NC"	"37183"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	4028	2.73 (Unreliable)
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Male"	"M"	12	778	15.42 (Unreliable)
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	83	7698	10.78
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	98	8157	12.01
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	129	24976	5.16
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	160	26242	6.10
	"North Carolina"	"37"	"Unidentified Counties, NC"	"37999"	"More than one race"	"M"	"2017"	"2017"	"Female"	"F"	10	900	11.11 (Unreliable)
	"North Dakota"	"38"	"Unidentified Counties, ND"	"38999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	4056	3.21 (Unreliable)
	"North Dakota"	"38"	"Unidentified Counties, ND"	"38999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	19	4402	4.32 (Unreliable)
	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	37	2754	13.44
	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	50	2871	17.42
	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	14	3847	3.64 (Unreliable)
	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	4031	3.97 (Unreliable)
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	35	2828	12.38
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	39	2889	13.50
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	36	5358	6.72
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	35	5769	6.07
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	18	1687	10.67 (Unreliable)
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	44	1800	24.44
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	15	3235	4.64 (Unreliable)
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	18	3346	5.38 (Unreliable)
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	692	17.34 (Unreliable)
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	15	722	20.78 (Unreliable)
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	1903	10.51
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	961	11.45 (Unreliable)
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	930	20.43 (Unreliable)
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2132	5.16 (Unreliable)
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	2342	4.27 (Unreliable)
	"Ohio"	"39"	"Stark County, OH"	"39151"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	1706	6.45 (Unreliable)
	"Ohio"	"39"	"Stark County, OH"	"39151"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	1757	11.38
	"Ohio"	"39"	"Summit County, OH"	"39153"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	603	18.24 (Unreliable)
	"Ohio"	"39"	"Summit County, OH"	"39153"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	2039	4.90 (Unreliable)
	"Ohio"	"39"	"Unidentified Counties, OH"	"39999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	14	1384	10.12 (Unreliable)
	"Ohio"	"39"	"Unidentified Counties, OH"	"39999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	1398	13.59 (Unreliable)
	"Ohio"	"39"	"Unidentified Counties, OH"	"39999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	149	28079	5.31
	"Ohio"	"39"	"Unidentified Counties, OH"	"39999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	175	29351	5.96
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	14	1045	13.40 (Unreliable)
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	16	1079	14.83 (Unreliable)
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	20	3655	5.47
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	24	3970	6.05
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	15	593	25.30 (Unreliable)
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	19	3016	6.30 (Unreliable)
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	21	3255	6.45
	"Oklahoma"	"40"	"Unidentified Counties, OK"	"40999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Female"	"F"	17	1843	9.22 (Unreliable)
	"Oklahoma"	"40"	"Unidentified Counties, OK"	"40999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Male"	"M"	20	2040	9.80
	"Oklahoma"	"40"	"Unidentified Counties, OK"	"40999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	64	9284	6.89
	"Oklahoma"	"40"	"Unidentified Counties, OK"	"40999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	82	9924	8.26
	"Oklahoma"	"40"	"Unidentified Counties, OK"	"40999"	"More than one race"	"M"	"2017"	"2017"	"Female"	"F"	10	1026	9.75 (Unreliable)
	"Oregon"	"41"	"Lane County, OR"	"41039"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	1575	6.35 (Unreliable)
	"Oregon"	"41"	"Marion County, OR"	"41047"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	1923	5.72 (Unreliable)
	"Oregon"	"41"	"Marion County, OR"	"41047"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	1956	6.65 (Unreliable)
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	14	3257	4.30 (Unreliable)
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	3355	4.47 (Unreliable)
	"Oregon"	"41"	"Washington County, OR"	"41067"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2410	4.56 (Unreliable)
	"Oregon"	"41"	"Washington County, OR"	"41067"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	2589	6.18 (Unreliable)
	"Oregon"	"41"	"Unidentified Counties, OR"	"41999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	40	7339	5.45
	"Oregon"	"41"	"Unidentified Counties, OR"	"41999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	39	7680	5.08
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	18	1318	13.66 (Unreliable)
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	26	1389	18.72
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	4408	2.27 (Unreliable)
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	4554	3.29 (Unreliable)
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	1878	5.86 (Unreliable)
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	2069	7.73 (Unreliable)
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	972	11.32 (Unreliable)
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	14	3096	4.52 (Unreliable)
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	3303	4.24 (Unreliable)
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	1649	7.28 (Unreliable)
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	1764	7.94 (Unreliable)
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	3349	3.58 (Unreliable)
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	41	4850	8.45
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	64	5005	12.79
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	23	4290	5.36
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	36	4598	7.83
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	10	807	12.39 (Unreliable)
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	14	821	17.05 (Unreliable)
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	93	18059	5.15
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	128	19106	6.70
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	2662	3.76 (Unreliable)
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	18	2596	6.93 (Unreliable)
	"South Carolina"	"45"	"Charleston County, SC"	"45019"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	699	14.31 (Unreliable)
	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	711	16.88 (Unreliable)
	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	2416	6.62 (Unreliable)
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	1272	9.43 (Unreliable)
	"South Carolina"	"45"	"Unidentified Counties, SC"	"45999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	32	5189	6.17
	"South Carolina"	"45"	"Unidentified Counties, SC"	"45999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	68	5326	12.77
	"South Carolina"	"45"	"Unidentified Counties, SC"	"45999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	43	9223	4.66
	"South Carolina"	"45"	"Unidentified Counties, SC"	"45999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	74	9904	7.47
	"South Dakota"	"46"	"Unidentified Counties, SD"	"46999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Male"	"M"	11	942	11.68 (Unreliable)
	"South Dakota"	"46"	"Unidentified Counties, SD"	"46999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	24	4515	5.32
	"South Dakota"	"46"	"Unidentified Counties, SD"	"46999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	42	4611	9.11
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	1481	7.43 (Unreliable)
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	22	1530	14.38
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	3096	3.55 (Unreliable)
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	3199	6.25
	"Tennessee"	"47"	"Hamilton County, TN"	"47065"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	1457	6.86 (Unreliable)
	"Tennessee"	"47"	"Hamilton County, TN"	"47065"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	1526	7.86 (Unreliable)
	"Tennessee"	"47"	"Knox County, TN"	"47093"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2124	5.18 (Unreliable)
	"Tennessee"	"47"	"Knox County, TN"	"47093"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	2265	6.18 (Unreliable)
	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	44	4109	10.71
	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	52	4350	11.95
	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2007	5.48 (Unreliable)
	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	2091	6.22 (Unreliable)
	"Tennessee"	"47"	"Unidentified Counties, TN"	"47999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	22	1815	12.12
	"Tennessee"	"47"	"Unidentified Counties, TN"	"47999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	27	1864	14.48
	"Tennessee"	"47"	"Unidentified Counties, TN"	"47999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	116	18700	6.20
	"Tennessee"	"47"	"Unidentified Counties, TN"	"47999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	137	20243	6.77
	"Texas"	"48"	"Bell County, TX"	"48027"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	10	808	12.38 (Unreliable)
	"Texas"	"48"	"Bell County, TX"	"48027"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	1905	7.35 (Unreliable)
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	1369	8.77 (Unreliable)
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	1499	8.01 (Unreliable)
	"Texas"	"48"	"Bexar County, TX"	"48029"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	72	10940	6.58
	"Texas"	"48"	"Bexar County, TX"	"48029"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	75	11471	6.54
	"Texas"	"48"	"Cameron County, TX"	"48061"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	3021	4.30 (Unreliable)
	"Texas"	"48"	"Cameron County, TX"	"48061"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	3174	6.30
	"Texas"	"48"	"Collin County, TX"	"48085"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	623	16.05 (Unreliable)
	"Texas"	"48"	"Collin County, TX"	"48085"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	21	3783	5.55
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	33	4337	7.61
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	51	4657	10.95
	"Texas"	"48"	"Dallas County, TX"	"48113"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	79	13068	6.05
	"Texas"	"48"	"Dallas County, TX"	"48113"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	73	13508	5.40
	"Texas"	"48"	"Denton County, TX"	"48121"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	17	3599	4.72 (Unreliable)
	"Texas"	"48"	"Denton County, TX"	"48121"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	17	3698	4.60 (Unreliable)
	"Texas"	"48"	"El Paso County, TX"	"48141"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	18	5507	3.27 (Unreliable)
	"Texas"	"48"	"El Paso County, TX"	"48141"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	35	5697	6.14
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	2452	5.30 (Unreliable)
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	2510	5.18 (Unreliable)
	"Texas"	"48"	"Harris County, TX"	"48201"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	59	7656	7.71
	"Texas"	"48"	"Harris County, TX"	"48201"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	109	7943	13.72
	"Texas"	"48"	"Harris County, TX"	"48201"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	109	22657	4.81
	"Texas"	"48"	"Harris County, TX"	"48201"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	125	23837	5.24
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	27	6856	3.94
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	34	6870	4.95
	"Texas"	"48"	"Jefferson County, TX"	"48245"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	682	16.13 (Unreliable)
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	3091	3.24 (Unreliable)
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	17	3075	5.53 (Unreliable)
	"Texas"	"48"	"Tarrant County, TX"	"48439"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	23	2708	8.49
	"Texas"	"48"	"Tarrant County, TX"	"48439"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	34	2783	12.22
	"Texas"	"48"	"Tarrant County, TX"	"48439"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	50	9927	5.04
	"Texas"	"48"	"Tarrant County, TX"	"48439"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	67	10352	6.47
	"Texas"	"48"	"Travis County, TX"	"48453"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	20	5915	3.38
	"Texas"	"48"	"Travis County, TX"	"48453"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	25	6108	4.09
	"Texas"	"48"	"Webb County, TX"	"48479"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	17	2403	7.07 (Unreliable)
	"Texas"	"48"	"Webb County, TX"	"48479"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	2448	5.31 (Unreliable)
	"Texas"	"48"	"Williamson County, TX"	"48491"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2586	4.64 (Unreliable)
	"Texas"	"48"	"Unidentified Counties, TX"	"48999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	40	4439	9.01
	"Texas"	"48"	"Unidentified Counties, TX"	"48999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	59	4520	13.05
	"Texas"	"48"	"Unidentified Counties, TX"	"48999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	212	40963	5.18
	"Texas"	"48"	"Unidentified Counties, TX"	"48999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	253	43065	5.87
	"Utah"	"49"	"Davis County, UT"	"49011"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	2637	6.07 (Unreliable)
	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	31	6961	4.45
	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	66	7594	8.69
	"Utah"	"49"	"Utah County, UT"	"49049"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	27	5304	5.09
	"Utah"	"49"	"Utah County, UT"	"49049"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	26	5615	4.63
	"Utah"	"49"	"Unidentified Counties, UT"	"49999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	36	6612	5.44
	"Utah"	"49"	"Unidentified Counties, UT"	"49999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	39	7121	5.48
	"Vermont"	"50"	"Unidentified Counties, VT"	"50999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2609	4.22 (Unreliable)
	"Vermont"	"50"	"Unidentified Counties, VT"	"50999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2665	4.50 (Unreliable)
	"Virginia"	"51"	"Fairfax County, VA"	"51059"	"Asian"	"A"	"2017"	"2017"	"Male"	"M"	15	1658	9.05 (Unreliable)
	"Virginia"	"51"	"Fairfax County, VA"	"51059"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	4117	2.91 (Unreliable)
	"Virginia"	"51"	"Fairfax County, VA"	"51059"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	4339	3.00 (Unreliable)
	"Virginia"	"51"	"Henrico County, VA"	"51087"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	571	17.51 (Unreliable)
	"Virginia"	"51"	"Prince William County, VA"	"51153"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	15	842	17.81 (Unreliable)
	"Virginia"	"51"	"Unidentified Counties, VA"	"51999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	69	7549	9.14
	"Virginia"	"51"	"Unidentified Counties, VA"	"51999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	82	7950	10.31
	"Virginia"	"51"	"Unidentified Counties, VA"	"51999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	99	20344	4.87
	"Virginia"	"51"	"Unidentified Counties, VA"	"51999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	133	21656	6.14
	"Washington"	"53"	"Clark County, WA"	"53011"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	2445	5.32 (Unreliable)
	"Washington"	"53"	"King County, WA"	"53033"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	13	1270	10.24 (Unreliable)
	"Washington"	"53"	"King County, WA"	"53033"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	22	7278	3.02
	"Washington"	"53"	"King County, WA"	"53033"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	16	7657	2.09 (Unreliable)
	"Washington"	"53"	"Pierce County, WA"	"53053"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	3919	2.81 (Unreliable)
	"Washington"	"53"	"Pierce County, WA"	"53053"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	4190	2.39 (Unreliable)
	"Washington"	"53"	"Snohomish County, WA"	"53061"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	14	3550	3.94 (Unreliable)
	"Washington"	"53"	"Snohomish County, WA"	"53061"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	18	3724	4.83 (Unreliable)
	"Washington"	"53"	"Spokane County, WA"	"53063"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	2645	5.29 (Unreliable)
	"Washington"	"53"	"Unidentified Counties, WA"	"53999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	44	10109	4.35
	"Washington"	"53"	"Unidentified Counties, WA"	"53999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	39	10493	3.72
	"West Virginia"	"54"	"Unidentified Counties, WV"	"54999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	55	8466	6.50
	"West Virginia"	"54"	"Unidentified Counties, WV"	"54999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	64	8912	7.18
	"Wisconsin"	"55"	"Dane County, WI"	"55025"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2376	5.05 (Unreliable)
	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	45	2452	18.35
	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	41	2512	16.32
	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	3440	3.78 (Unreliable)
	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	3524	5.68
