Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Interval_Since_Last_Live_Birth_months,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
7,July,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.63,3382.31,53.52,38.84,11.89,38.73,28.88,733
7,July,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,28.68,2570.16,42.17,35.51,11.5,35.31,27.21,94
7,July,1,In Hospital,3,Primary C-section,2,Breech,0,0,27.33,1671,11.5,29.17,6,29.17,28.02,6
7,July,1,In Hospital,3,Primary C-section,2,Breech,1,1,28.95,1443.35,47.72,28.8,7.71,28.7,26.49,40
7,July,1,In Hospital,3,Primary C-section,2,Breech,2,2,28.5,1526.19,42.47,29.81,8.48,29.66,30.13,32
7,July,1,In Hospital,3,Primary C-section,2,Breech,3,3,29.29,1401.98,69.64,29.16,6.71,28.67,29.42,45
7,July,1,In Hospital,3,Primary C-section,2,Breech,4,4,29.32,1611.55,51.36,30.57,8.03,30.3,28.26,60
7,July,1,In Hospital,3,Primary C-section,2,Breech,5,5,28.62,1884.77,61.56,32.14,8.22,31.88,29.96,104
7,July,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.16,1858.48,55.47,31.79,9.34,31.32,30.12,188
7,July,1,In Hospital,3,Primary C-section,2,Breech,7,7,29.59,2010.5,55.08,33.05,9.73,32.66,28.98,414
7,July,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.76,2571.76,62.38,35.58,10.56,35.33,28.31,1450
7,July,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.29,3013.37,58.99,37.64,11.59,37.48,27.26,7182
7,July,1,In Hospital,3,Primary C-section,2,Breech,10,10,28.94,3217.4,41.41,38.33,11.63,38.14,26.45,112
7,July,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,31.43,2289,46.09,33.57,10.8,33.71,26.12,28
7,July,1,In Hospital,3,Primary C-section,3,Other,0,0,31,2605,35,36.5,12.5,36,35.25,2
7,July,1,In Hospital,3,Primary C-section,3,Other,1,1,32,1398.33,77.5,33,0.5,31.67,25,3
7,July,1,In Hospital,3,Primary C-section,3,Other,2,2,26.86,1948.14,31.2,31,7.17,30.57,30.53,7
7,July,1,In Hospital,3,Primary C-section,3,Other,3,3,29.6,2363,43.67,35.2,8.4,34.8,34.42,5
7,July,1,In Hospital,3,Primary C-section,3,Other,4,4,30.17,1833.42,56.33,31.17,9.33,30.75,30.27,12
7,July,1,In Hospital,3,Primary C-section,3,Other,5,5,26.81,2063.38,21,34.44,10.47,33.12,26.57,16
7,July,1,In Hospital,3,Primary C-section,3,Other,6,6,29.04,2049.5,42,33.96,8.79,33.5,29.82,28
7,July,1,In Hospital,3,Primary C-section,3,Other,7,7,30.82,2352.56,47.33,34.74,11.48,34.36,31.32,50
7,July,1,In Hospital,3,Primary C-section,3,Other,8,8,29.82,2651.73,53.35,36.32,11.06,35.87,29.06,189
7,July,1,In Hospital,3,Primary C-section,3,Other,9,9,29.68,3125.34,57.53,38.06,11.75,37.89,28.29,867
7,July,1,In Hospital,3,Primary C-section,3,Other,10,10,30.94,3502,44.86,39.56,11.72,39.28,26.68,18
7,July,1,In Hospital,3,Primary C-section,3,Other,99,Unknown or Not Stated,31,3487,64,39,14,39,25.7,1
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,2,2,28,3156,Not Applicable,39,10,39,24.1,1
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,3,3,27.5,1690,15,30.5,6.5,32,27.5,2
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,4,4,32,1650,Not Applicable,31,6,31,,1
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,5,5,25.67,2650.67,50,35.67,8.67,36,29.25,3
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,6,6,29.2,2651,43,35.6,7.6,38,30.64,5
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,7,7,27.53,2375.4,84,34,10.53,33.73,26.9,15
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,8,8,30.36,2967.46,75.2,36.04,12.16,35.93,32.19,28
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,9,9,29.28,3265.5,59.84,38.42,12.93,38.25,28.81,191
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,10,10,27,1049,Not Applicable,30,3,29,23,1
7,July,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,27,1200,45,32,9,32,,1
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,0,0,30.38,3035.5,56.57,37.12,10.38,37.38,30.68,8
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,1,1,31.27,2422.59,56.93,33.5,9.25,33.5,26.85,44
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,2,2,30.79,2834.24,58.92,35.98,11.24,35.98,30.35,42
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,3,3,30.97,2513.84,52.41,35.09,8.96,34.33,32.43,58
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,4,4,30.98,2665.74,51.74,34.67,9.65,34.83,31.1,87
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,5,5,31.76,2768.45,52.82,35.7,10.1,35.58,30.78,152
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,6,6,30.96,2753.47,52.67,35.86,10.16,35.73,30.06,294
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,7,7,31.05,2905,54.37,36.61,10.52,36.37,31.16,760
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,8,8,30.8,3204.47,52.38,37.74,10.82,37.57,29.97,4575
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,9,9,31.05,3346.69,52.43,38.49,11.29,38.37,29.15,34611
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,10,10,30.03,3395.22,49.67,38.68,11.32,38.58,29.37,860
7,July,1,In Hospital,4,Repeat C-section,1,Cephalic,99,Unknown or Not Stated,30.4,2976,55.43,36.88,10.51,36.75,31.95,48
7,July,1,In Hospital,4,Repeat C-section,2,Breech,0,0,30,2457.5,39,30,10.5,29.5,24.6,2
7,July,1,In Hospital,4,Repeat C-section,2,Breech,1,1,32.73,1174.07,41.45,27.47,8.08,27.33,27.32,15
7,July,1,In Hospital,4,Repeat C-section,2,Breech,2,2,31.25,2286.12,43.43,33.5,7,33.38,28.84,8
7,July,1,In Hospital,4,Repeat C-section,2,Breech,3,3,32.4,1836.5,49.8,33.4,12.3,32.3,30.51,10
7,July,1,In Hospital,4,Repeat C-section,2,Breech,4,4,31,1849.14,50.91,30.79,9,30.79,31.05,14
7,July,1,In Hospital,4,Repeat C-section,2,Breech,5,5,32.12,1789.32,73.43,32.35,8.16,31.29,29.36,34
7,July,1,In Hospital,4,Repeat C-section,2,Breech,6,6,31.5,2102.23,50.83,32.77,9.24,32.37,29.04,52
7,July,1,In Hospital,4,Repeat C-section,2,Breech,7,7,31.41,2160.91,60.02,33.33,9.95,33.14,32.29,114
7,July,1,In Hospital,4,Repeat C-section,2,Breech,8,8,31.97,2649.45,56.65,35.55,10.45,35.36,30.89,403
7,July,1,In Hospital,4,Repeat C-section,2,Breech,9,9,31.98,3087.12,53.69,37.61,11.35,37.45,29.34,1766
7,July,1,In Hospital,4,Repeat C-section,2,Breech,10,10,33.05,3307.65,52.47,38.47,11.86,38.05,26.95,43
7,July,1,In Hospital,4,Repeat C-section,2,Breech,99,Unknown or Not Stated,27.43,1766.43,50.4,31.57,8,31.43,25.54,7
7,July,1,In Hospital,4,Repeat C-section,3,Other,1,1,25,740,Not Applicable,26,,25,24.2,1
7,July,1,In Hospital,4,Repeat C-section,3,Other,2,2,36.5,805,34.5,25,5,25,29.45,2
7,July,1,In Hospital,4,Repeat C-section,3,Other,3,3,30.33,863,65.5,26.67,4,28,20.77,3
7,July,1,In Hospital,4,Repeat C-section,3,Other,4,4,41,2777.5,66.5,35,8.5,35.5,24.3,2
7,July,1,In Hospital,4,Repeat C-section,3,Other,5,5,35.57,2403.14,72.86,32.71,15.29,33.57,30.67,7
7,July,1,In Hospital,4,Repeat C-section,3,Other,6,6,31.54,2289.15,59,34.38,7.85,33.77,33.52,13
7,July,1,In Hospital,4,Repeat C-section,3,Other,7,7,34.1,2487.3,71.78,34.2,9.4,34.7,31.95,10
7,July,1,In Hospital,4,Repeat C-section,3,Other,8,8,30.34,2963.02,44.47,37.08,11.1,36.48,30.74,87
7,July,1,In Hospital,4,Repeat C-section,3,Other,9,9,30.93,3300.99,51.27,38.27,11.16,38.14,29.84,374
7,July,1,In Hospital,4,Repeat C-section,3,Other,10,10,31.67,3446.72,75.11,38.5,13.72,38.72,30.14,18
7,July,1,In Hospital,4,Repeat C-section,3,Other,99,Unknown or Not Stated,30.33,3466.67,83.33,37.67,11,39,31.15,3
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,2,2,27,539,Not Applicable,25,4,25,25.7,1
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,5,5,36,2778,59,37,7,37,34.9,1
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,6,6,31.75,2718,29.75,35.25,9.67,34.75,23.3,4
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,7,7,31.5,2236.25,46.5,34,10,33.5,25.77,4
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,8,8,29.26,3190.87,57.81,37.66,11.46,37.68,30.29,38
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,9,9,30.47,3370,49.07,38.52,13.39,38.31,30.26,211
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,10,10,29.5,3544,73,38.5,17.5,38,30.05,2
7,July,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,30,3700,42,38,9,39,41,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,0,0,23,338,Not Applicable,20,3,20,25.4,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,1,1,19,,Not Applicable,19,0,17,31.8,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,2,2,35,260,131,20,5,19,,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,6,6,27,2000,Not Applicable,32,,32,35,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,7,7,24.8,3461.8,23,37.2,6.8,38.8,34.36,5
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,26.67,2998.57,49.18,37.81,7.82,37.14,28.24,21
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,27.79,3248.32,52.04,38.83,7.77,38.64,27.19,107
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,1,1,25,425,108,25,0.5,21.5,21.1,2
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,5,5,32,1714,Not Applicable,30,0,30,,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,99,Unknown or Not Stated,21,369,Not Applicable,20,0,20,,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),3,Other,1,1,18,1343,23,28,0,28,17,1
7,July,1,In Hospital,5,Vaginal (unknown if previous c-section),3,Other,9,9,32,3319,56,41,9,38,25.3,1
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,2,2,26,3360,Not Applicable,37,13,37,26.6,1
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,5,5,29.33,2281,33.5,36.67,3.5,33.33,23.77,3
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,6,6,44,2155,126,33,,33,26.4,1
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,7,7,26,2537.5,17.5,35.5,5,35.5,27.35,2
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,8,8,29.6,3085,24,39.25,4.8,37.75,30.2,5
7,July,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,9,9,30.47,3145.53,119,38.27,10.4,37.93,26.73,15
7,July,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,4,4,32,860,Not Applicable,24,7,23,35.9,1
7,July,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,7,7,36,2041,25,33,,33,21.6,1
7,July,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,8,8,30.5,2877.5,67.5,38,4.5,37,45.6,2
7,July,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,9,9,31.5,3496,37,40,12.5,39,24.2,4
7,July,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,8,8,24,3272.5,Not Applicable,40,12,40,19.9,2
7,July,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,9,9,35,3590,Not Applicable,40,,40,,1
7,July,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,7,7,33,2610,Not Applicable,43,,37,23.5,1
7,July,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,8,8,27,3671.2,28.67,38.8,10.4,39,25.02,5
7,July,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,29,3458.52,53.06,38.86,10.31,38.83,26.27,29
7,July,1,In Hospital,9,Unknown or Not Stated,2,Breech,9,9,32,2730,Not Applicable,36,15,37,25.5,1
7,July,1,In Hospital,9,Unknown or Not Stated,3,Other,9,9,28,3410,37,39,8,39,19.1,1
7,July,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,23,3130,19,39,,39,,1
7,July,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,33,3106,Not Applicable,36.75,13,36.75,32.55,4
7,July,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,26.88,3463.92,51.56,38.88,11.25,39.24,27.2,25
7,July,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,28,2668,54,37,10,37,21.1,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,29,2544.54,61.25,34.77,9.54,35,24.92,13
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,30.8,3010,50,37.6,9,37.6,22.98,5
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,31,3883.6,73.75,39.4,9.2,39.2,27.46,5
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,32.57,3863.71,36.17,37.57,9.86,38.43,26.7,7
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,29.43,3405.86,35.57,40.14,8,39.79,28.41,14
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,30.4,3410.51,37.27,39.51,9.89,39.26,25.47,35
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,29.43,3545.34,36.27,39.37,9.84,39.41,23.7,92
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,29.88,3523.42,36.29,39.6,10.08,39.43,24.79,394
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30.29,3541.24,37.76,39.73,10.47,39.61,24.37,2344
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,30.34,3545.98,34.75,39.74,9.92,39.67,24.34,1463
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,29,3115.01,35.65,38.05,7.04,38.06,25.46,491
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,24,1021,13,27,0,28,17.4,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,38,1000,165,26,2,26,20.7,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,37.5,2664.5,50,39.5,7,39,23.7,2
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,33,3430,51,42,9,42,28.3,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,25.67,3310,17,38.33,7.33,38,25.5,3
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,29.5,2820.75,31,36.75,7.75,37.75,27.32,4
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,29.79,3503,32.08,40.71,9.79,39.5,22.95,14
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,29.25,2948.38,29.25,39.5,9.62,39.12,23.27,8
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,30.73,2809.64,67.4,35.36,4.8,36.27,27.96,11
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,23.5,3118,18.5,40.5,1.5,39.5,36.9,2
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,29,2089,Not Applicable,31,0,31,19.7,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,38,4536,44,41,12,41,23.4,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,27,3884,32,41,0,41,22.3,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,29,1272,116,31,0,31,19.7,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,30,2800,114,38,20,38,19.4,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,31,3402.25,43.33,38.75,7.5,38.75,23.1,4
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,30.83,2741.83,29.73,37.62,3.06,37.19,23.1,18
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,0,0,34,4394,60,35,5,35.5,19.5,2
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,37,3570,13,36,0,36,,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,30,2900,Not Applicable,36,1,36,23,1
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,27.2,3458.5,21.75,39.8,3.2,39.8,20.2,5
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,29,4011.5,122,42,6.5,40,24.4,2
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,28.5,3375.1,30,37.7,8.7,38.6,25.79,10
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,29.62,3594.62,28.57,39.12,9.5,39,24.95,8
7,July,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.44,3370.48,40.51,38.98,9.24,38.67,25.09,108
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,31.5,2268,99.5,27.5,2.5,29.5,21.5,2
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,30,3912,43,40,10,40,37.8,1
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,36.5,3458.5,37.5,37,5,37,25.9,2
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,40,2650.5,31.5,34,10,34,37.9,2
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,30.75,3342,39,40.25,9.67,39.25,28.47,4
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,33.84,3606.53,39.82,39.53,10.06,39.63,26.66,19
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,31.37,3571.57,34.93,39.64,10.4,39.49,25.81,75
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,32.07,3633.39,33.11,39.82,9.16,39.74,26.27,57
7,July,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,31.08,3326.92,32.69,39.36,6.75,39.27,29.89,13
7,July,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,9,9,32,3595,83.5,40,11,40.5,22.4,2
7,July,2,Not in Hospital,2,Vaginal after previous c-section,3,Other,99,Unknown or Not Stated,31,980,21,40,0,40,19.6,1
7,July,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,7,7,37,3640,Not Applicable,37,0,38,47.6,1
7,July,2,Not in Hospital,3,Primary C-section,1,Cephalic,8,8,23,3130,Not Applicable,39,5.33,39,24.8,3
7,July,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,26.33,3674.33,28.5,40.67,11.67,39,25.9,3
7,July,2,Not in Hospital,3,Primary C-section,2,Breech,9,9,34,1400,56,29,7,29,35.3,1
7,July,2,Not in Hospital,4,Repeat C-section,1,Cephalic,9,9,29,3374,18,38,8,38,26.1,1
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,7,7,30,3170,Not Applicable,37,0,37,,1
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,34,3699.5,26,39,10,39.5,,2
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,34,3785,49.5,39.5,13,39.5,31.85,2
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,29.2,3538.2,35.75,40.4,8.8,39.8,21.38,5
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,30,2846,39,38.4,0,38.4,25.9,6
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,9,9,28,2255,51,33,7.5,33.5,25.5,2
7,July,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,30,2410,51,,0,,32.1,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,6,6,24,3175,54,39,,37,24.8,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,7,7,28,3997,Not Applicable,42,,42,,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,8,8,28,3544,21,40,14,40,20.4,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,30.25,3308,36,40.88,12,40.62,23.45,8
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,10,10,32,3572,91,39,5.5,40,21.55,2
7,July,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,33.75,3852.25,28.25,39.12,6,39.88,27.41,8
7,July,2,Not in Hospital,9,Unknown or Not Stated,3,Other,99,Unknown or Not Stated,26.5,3855.5,27,40.5,1.5,41,29.3,2
7,July,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,25,3827,22,40,3,41,19.5,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,41,2665,Not Applicable,39,10,39,,1
7,July,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,34.5,3571.75,31,39.5,8.25,39.5,33.1,4
7,July,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,36.5,3458.5,7,40.5,5.5,40.5,35.5,2
7,July,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,29.16,2963.91,26.5,35.67,2.57,37.44,30.28,38
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,26,,Not Applicable,,,,,1
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,34,2690,Not Applicable,38,0,38,20.6,1
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,27.67,3538.83,66,40.17,9.83,39.83,22.57,6
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,32.43,3599.57,47.75,40.14,10.57,39.43,25.63,7
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,32,2591,99,34.67,5.75,35,29.33,4
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,32,3374,Not Applicable,37,19,37,19.4,1
7,July,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,24.5,3500,Not Applicable,,,,18.8,2
7,July,3,Unknown or Not Stated,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32,2920,14,35,0,38,21.8,1
7,July,3,Unknown or Not Stated,4,Repeat C-section,1,Cephalic,9,9,36,3204,Not Applicable,39,11,39,25.7,1
7,July,3,Unknown or Not Stated,4,Repeat C-section,9,Unknown or Not Stated,9,9,43,1843,Not Applicable,38,2,31,30,1
7,July,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,41,,Not Applicable,,0,,,1
7,July,3,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,29,,Not Applicable,,,,,1
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,29.45,2473.91,62.14,31.37,7.92,31,26.8,44
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,27.43,1485.5,49.44,27.32,6.58,27.03,28.8,269
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,27.75,2401.97,62.03,33.59,8.6,33.24,28.37,233
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,27.65,2588.87,48.71,35.53,10.37,35.21,27.53,209
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,27.74,2969.2,48.49,37.1,10.75,36.77,27.93,328
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.82,3031.33,51.12,37.55,10.95,37.33,27.23,616
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,27.79,3036.42,56.97,37.58,10.76,37.39,26.98,1212
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,28.02,3136.3,50.87,38,11.12,37.81,27.26,3274
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,28.03,3251.95,49.93,38.58,11.19,38.4,26.8,19889
8,August,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.44,3308.72,48.8,38.93,11.34,38.8,26.38,189472
