Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
3,18,1,1,6,31.67,3149,34.33,6.67,34.67,35.47,3
3,18,1,1,8,29.14,3380.57,37.14,14.43,36.86,41.49,7
3,18,1,1,9,31.69,3043.23,36.42,14.19,36.46,36.35,26
4,18,1,1,0,46,0,17,2,17,47.4,1
4,18,1,1,1,26,480,28,16,24,18.3,1
4,18,1,1,7,31,2977,41,19,36,51.7,1
4,18,1,1,8,33.6,2661,34.4,18,34,35.96,5
4,18,1,1,9,35.17,3249.61,37,16.65,36.39,41.03,18
4,18,1,1,10,30,3830,39,18,39,36.8,1
5,18,1,1,7,37,3500,38,9,38,41.6,1
5,18,1,1,8,36,3842.5,37.5,30.5,37.5,32.2,2
5,18,1,1,9,32.17,3335.17,37,11.33,37,38.62,6
6,18,1,1,2,32,1985,34,5,33,39,1
6,18,1,1,6,32,2110,36,11,36,40.7,1
6,18,1,1,7,40,980,31,9,31,35.8,1
6,18,1,1,9,34.83,3346.08,38.33,12.58,38.25,31.31,12
7,18,1,1,7,43,1470,33,19,33,31,1
7,18,1,1,8,33.5,2944,37.5,13,36.5,32.25,2
7,18,1,1,9,34.5,3444.17,39.5,15.67,39,32.32,6
1,19,1,1,9,39.67,3220.67,38.67,12,36.67,33.2,3
2,19,1,1,2,24,3730,38,18,39,23.6,1
2,19,1,1,5,31,3018,40,19,40,30.3,1
2,19,1,1,6,40,2525,38,30,37,38.6,1
2,19,1,1,7,25,3210,36,15,35,33,1
2,19,1,1,8,29,3289,37,8,34,34.2,1
2,19,1,1,9,32.71,2877.57,37.57,10.86,37,32.61,7
3,19,1,1,0,31,1361,31,20,31,34.3,1
3,19,1,1,5,27,3175,34,7,34,52.9,1
3,19,1,1,7,30.75,2600.25,35.25,12.75,34.75,38.23,4
3,19,1,1,8,34.44,2821.44,34.33,12.22,34.44,36.63,9
3,19,1,1,9,32.75,3264.12,37.62,14.75,37.56,39.06,16
4,19,1,1,5,28,505,26,12,26,36,1
4,19,1,1,6,32.5,2770,35,11.5,35.5,41.2,2
4,19,1,1,8,40,4130,37,12,37,33.5,1
4,19,1,1,9,32.87,3368.8,37,12.6,36.93,38.59,15
5,19,1,1,3,31,590,23,6,24,45.4,1
5,19,1,1,5,34,1021,29,10,29,31.9,1
5,19,1,1,7,36,2500,34,24,34,32.8,1
5,19,1,1,8,34.62,2629.75,33.88,10.75,33.5,40.79,8
5,19,1,1,9,35.29,3384.14,38.14,15.43,37,35.54,7
6,19,1,1,6,35,395,26,0,26,37.6,1
6,19,1,1,7,35.5,3090,36.5,27,36,47,2
6,19,1,1,8,34.5,3993.5,37.5,9,37.5,32.4,2
6,19,1,1,9,34.53,3300.07,37.33,14.27,37.13,37.99,15
6,19,1,1,10,34,3700,38,15,38,37.1,1
7,19,1,1,5,35,1969,38,6,29,25,1
7,19,1,1,8,34,3240.5,38.5,23,37.5,39.75,2
7,19,1,1,9,36,3079.83,36.67,12,36.5,29.95,6
8,19,1,1,8,40,1015,28,7,28,29.3,1
,19,1,1,9,28,2660,39,20,36,51.1,1
1,20,1,1,2,36,4763,38,5,38,37.6,1
1,20,1,1,4,33,1075,30,0,28,26.6,1
1,20,1,1,7,33.5,1773,32,6,32,28.95,2
1,20,1,1,8,43,1870,37,4,30,29.3,1
1,20,1,1,9,34.5,3013.83,37.67,13.4,37.5,36.1,6
2,20,1,1,1,35,1290,26,2,28,49,1
2,20,1,1,2,18,4800,39,14,39,30,1
2,20,1,1,8,34.33,2531.33,35,12.67,34.33,32.37,3
2,20,1,1,9,29.74,3169.61,37.17,10.74,36.87,32.25,23
3,20,1,1,1,22,3420,37,20,37,60.2,1
3,20,1,1,4,40,4848,39,2,39,28.9,1
3,20,1,1,6,39,3270,33,29,33,33.8,1
3,20,1,1,7,26.67,2144,33,10.67,33,38.7,3
3,20,1,1,8,29,2758.6,35.2,18.2,35.4,43.64,5
3,20,1,1,9,31.32,3187.37,37.9,14.24,37.39,35.87,41
3,20,1,1,99,35,1758,30,0,30,49.9,1
4,20,1,1,3,36,2502,34,11,35,40.6,1
4,20,1,1,7,33.5,1702,30.25,8.5,30,42,4
4,20,1,1,8,31.71,3076,36.71,11.86,36.43,40.36,7
4,20,1,1,9,32.89,3280.57,37.43,14.27,37,35.6,28
5,20,1,1,7,29,860,31,10,26,42.9,1
5,20,1,1,8,32,850,30,10,30,32.5,1
5,20,1,1,9,34.88,3198.69,37.19,13.6,36.94,35.31,16
6,20,1,1,7,35.67,1951.67,32,9,32,33.9,3
6,20,1,1,8,33.6,2793,36.4,16.4,37.2,34.78,5
6,20,1,1,9,35.5,3052.72,37,12.67,35.83,34.11,18
7,20,1,1,9,34.67,3384.67,37.83,11.8,37.83,32.92,6
8,20,1,1,9,44,3110,39,12,39,47.9,1
,20,1,1,9,38,2638.33,36.33,15,36.33,47.33,3
1,21,1,1,9,34.6,3476.8,37.2,13,37.2,33.22,5
2,21,1,1,4,32,1980,36,18,36,47.5,1
2,21,1,1,6,36,1515,32,15,32,48.95,2
2,21,1,1,7,36,1880,36,9,35,25.6,1
2,21,1,1,8,34.67,2756.67,36.67,12,35.33,42.33,3
2,21,1,1,9,30.25,2909.12,34.62,11.62,35,30.39,8
3,21,1,1,4,31,1780,38,12,37,34.3,1
3,21,1,1,6,38.5,2117.5,32.5,8.5,32.5,41.45,2
3,21,1,1,7,35,1040,26,9,26,50.2,1
3,21,1,1,8,32.25,2371.75,35.75,9.29,34.38,32.93,8
3,21,1,1,9,29.82,2815.04,36.25,12.23,36.32,37.38,28
3,21,1,1,10,34,1935,34,14,34,24.5,1
4,21,1,1,3,28,374.5,22,0,22,25.8,2
4,21,1,1,8,34.33,2966.67,37,11,35.33,34.23,3
4,21,1,1,9,30.67,3181.53,36.13,13,37.27,39.76,15
5,21,1,1,6,31,3970,42,16,38,42.3,1
5,21,1,1,7,27.5,2340,30.5,13.5,31.5,32.3,2
5,21,1,1,8,37,3400,36,15,35,30.4,1
5,21,1,1,9,35,3250.71,37.86,13.43,36.57,41.87,7
6,21,1,1,7,50,2110,33,14,33,38.6,1
6,21,1,1,8,29,2890,34,14,34,41.6,1
6,21,1,1,9,35.5,3234.5,37,15.38,37,37.38,8
7,21,1,1,6,30,4259,38.5,10.5,36,33.1,2
7,21,1,1,8,40,2786,34,11,35,30.8,1
7,21,1,1,9,34.5,2688,35.83,12.67,36,30.15,6
8,21,1,1,9,33,4030,37,16,37,29.3,1
,21,1,1,9,31,2715,37,0,37,38.5,1
1,22,1,1,8,18,3345,39,0,39,42.8,1
1,22,1,1,9,34.8,2753.1,35.7,15.56,36.7,34.98,10
2,22,1,1,6,23,4220,37,6,37,31.5,1
2,22,1,1,7,30.5,2714,31.5,17,35.5,44.45,2
2,22,1,1,8,28,2316.5,35.5,17.5,33,38,2
2,22,1,1,9,31.67,2700,37.33,11.67,35.67,40.6,3
3,22,1,1,5,34,3447,40,15,37,32.1,1
3,22,1,1,7,26.5,2205,35.5,15.5,35,34.55,2
3,22,1,1,8,35.5,2057.5,31,9,33.5,43.75,2
3,22,1,1,9,33.83,3200.88,36.62,15.79,36.62,37.93,24
4,22,1,1,4,20,2550,33,5,33,17.1,1
4,22,1,1,6,34,992,26,4,26,33.2,1
4,22,1,1,7,32,2860,38,11,38,32.2,1
4,22,1,1,8,31.7,2951.3,35.7,14.3,35.3,36.96,10
4,22,1,1,9,31.84,3373.32,37.42,14.84,37.21,32.04,19
5,22,1,1,7,29.33,4098,39,20.67,38.67,32.07,3
5,22,1,1,8,32.75,3309.75,37,17,36.5,37.62,4
5,22,1,1,9,34.14,3035.64,36.21,13.86,36,37.24,14
6,22,1,1,5,34,1500,32,10,32,19.7,1
6,22,1,1,8,35.5,3390,37,2,37,32,2
6,22,1,1,9,32.6,2787.1,37.1,14,36.6,37.32,10
7,22,1,1,4,31,2665,39,12,39,35.3,1
7,22,1,1,7,35,3073.5,32.5,16,33,36.95,2
7,22,1,1,8,36.5,3894.5,37.5,14,37,30.85,2
7,22,1,1,9,36.5,2824,37,27.5,37,35,2
7,22,1,1,10,42,2948,39,12,39,24,1
1,23,1,1,99,32,2767.5,38,10,38,32.05,2
2,23,1,1,8,28,3259.33,37.33,15,36.67,39.33,3
2,23,1,1,9,30.67,3525.67,37.11,12.38,36.78,36.23,9
3,23,1,1,7,30.5,1107.25,28.25,9.67,27.5,39.75,4
3,23,1,1,8,28.33,2467.78,35.11,11.11,35,31.72,9
3,23,1,1,9,29.37,3361.47,37.95,13.11,37,35.87,19
4,23,1,1,3,36,3265,38,17,38,41.3,1
4,23,1,1,5,29.5,3350.5,37,12,36,24.85,2
4,23,1,1,6,27,3380,41,13,38,43.6,1
4,23,1,1,7,29,3105,35,10,35,28.7,1
4,23,1,1,8,35.43,2496.57,34.29,13.57,34.29,37.76,7
4,23,1,1,9,30.37,3075.42,37.05,14.42,36.84,37.83,19
5,23,1,1,7,35.33,2428.33,35.67,9.33,33,30.83,3
5,23,1,1,8,33.25,2953.75,36.75,17.75,35.5,30.32,4
5,23,1,1,9,35.88,3306,38.88,15.88,37.12,43.46,8
6,23,1,1,7,37.5,1959.5,33,11.75,31.25,34.67,4
6,23,1,1,8,40.2,3367,37.8,21.2,37.4,34.94,5
6,23,1,1,9,34.11,2996.89,36.67,14.12,36.44,33.11,9
7,23,1,1,8,38,2268,36,14,36,34.7,1
7,23,1,1,9,37.67,3243.17,36.67,12,36.67,36.45,6
,23,1,1,8,38,4224,39,11,39,29.3,1
1,24,1,1,4,33,3336,35,9,35,37.8,1
1,24,1,1,9,35.33,3579.33,37.67,16,37.67,30.07,3
2,24,1,1,4,40,3129,39,16,39,56.5,1
2,24,1,1,5,41,2430,30,20,30,40.4,1
2,24,1,1,8,29,2407.4,33.2,9.2,33.4,31.84,5
2,24,1,1,9,33.56,2951.78,37,13,36.44,42.42,9
3,24,1,1,2,30,845,23,6,23,38.4,1
3,24,1,1,6,34,2778,37,13,37,33.8,1
3,24,1,1,7,29.4,2429.8,32.8,9.6,32.6,36.68,5
3,24,1,1,8,34.6,2703.8,35.1,13.5,34.9,39.55,10
3,24,1,1,9,32.91,3249.91,37.57,14.29,37.3,38.44,23
3,24,1,1,10,22,2886,37,18,37,41.1,1
4,24,1,1,4,37,500,24,9,24,46.5,1
4,24,1,1,7,31.25,3146.5,37,13,35.75,34.1,4
4,24,1,1,8,37.67,2305,35,24,34,34.37,3
4,24,1,1,9,32.26,3164.81,37.3,14.37,37.04,36.81,27
5,24,1,1,5,37.5,3483,43,13,34.5,37.45,2
5,24,1,1,6,32,2099,31,10.5,31,31,2
5,24,1,1,8,34.5,2833,38.25,9,35.25,44.88,4
5,24,1,1,9,38.2,3308,38.2,17.4,38.2,33.06,5
5,24,1,1,10,34,4050,40,16,38,42.6,1
6,24,1,1,6,37.5,1097,32.5,15,28.5,25.7,2
6,24,1,1,8,29,3382.5,38,15,38,29.8,2
6,24,1,1,9,35.2,2818.13,36.87,14.47,36.53,36.81,15
6,24,1,1,10,30,2968.5,37.5,15,37.5,34.3,2
7,24,1,1,7,34,2560,37,11,34,33.8,1
7,24,1,1,8,37.5,3689.5,37.5,16,37,42.85,2
7,24,1,1,9,32.6,3195.2,37.2,12.2,36.6,38.34,5
,24,1,1,7,36,3530,40,13,40,34.9,1
1,25,1,1,9,38,3728,41,12.5,38.5,29.8,2
2,25,1,1,1,31,2319,32,13,32,35.2,1
2,25,1,1,3,31,4930,36,12,36,34.8,1
2,25,1,1,5,34.5,3627.5,35.5,14,36.5,31.55,2
2,25,1,1,7,27,1729,35,8,33,24.9,1
2,25,1,1,8,38,2725,36.5,14.5,36.5,28.9,2
2,25,1,1,9,31.2,2990.1,36.8,12.6,36.9,36.17,10
3,25,1,1,4,38,2481,34.5,11,34.5,38,2
3,25,1,1,6,31.5,3548.5,37.5,6.5,37.5,41.1,2
3,25,1,1,7,33.25,2027.5,31.75,11.25,31,31.6,4
3,25,1,1,8,35.14,3400.29,38.86,12.43,37.29,34.61,7
3,25,1,1,9,32.17,2852.7,36.74,14.14,35.87,34.43,23
3,25,1,1,10,25,2875,37,12,37,26.4,1
4,25,1,1,6,35,1247,30,12,30,23.6,1
4,25,1,1,7,34,2273.25,32.75,10.5,32,38.67,4
4,25,1,1,8,31.25,3136.75,35.88,14.12,36.38,35.27,8
4,25,1,1,9,31.46,3528.23,36.77,11.5,36.62,36.78,13
5,25,1,1,7,40,2945,37,12,37,32,1
5,25,1,1,8,34,3237.25,34.25,11.75,34,39,4
5,25,1,1,9,32.14,3460.29,37.14,14.71,36.43,39.73,7
5,25,1,1,10,27,4240,38,11,38,37.5,1
6,25,1,1,6,35,2195,35,11,35,44.7,2
6,25,1,1,8,28.5,4157.5,35,14,35,26.5,2
6,25,1,1,9,34.29,3310.29,36.14,13.64,35.86,34.99,14
7,25,1,1,6,41,3460,40,8,40,45.4,1
7,25,1,1,8,38,2935,35,12,35.5,36.8,2
7,25,1,1,9,32.86,3917.86,39.71,17.33,38.14,42.17,7
8,25,1,1,9,39,2920,39,12,38,26.6,1
,25,1,1,1,39,905,29,7,29,45,1
,25,1,1,7,38,1375,34,0,33,41.2,2
,25,1,1,99,38,1928,34,0,33,41.2,1
1,26,1,1,9,36.17,3596.5,36.33,12,36.83,32.03,6
2,26,1,1,7,41,2860,37,24,37,29.8,1
2,26,1,1,8,29.75,3267.5,35.75,11,35.75,32.73,4
2,26,1,1,9,30.55,2975.36,37.64,16.45,36.55,37.47,11
3,26,1,1,4,31,2294,40,0,36,30.2,1
3,26,1,1,6,28.33,2075.67,32.33,11,32.33,40.33,3
3,26,1,1,7,26,2994.67,34.33,5.33,34.67,41.23,3
3,26,1,1,8,28,2549.7,35.6,16.38,35.6,36.38,10
3,26,1,1,9,30.76,2837.33,36.29,13.9,36.33,36.67,21
4,26,1,1,4,28,3345,36,12,36,40.7,1
4,26,1,1,5,31,3010,34,9,34,48.3,1
4,26,1,1,6,37,3122.5,38,27,38,40.25,2
4,26,1,1,7,40,625,30,3,27,35,1
4,26,1,1,8,32.17,3231.83,37.33,15.83,37.17,36.62,6
4,26,1,1,9,31.12,3110.21,37.42,14.33,37,37.23,24
5,26,1,1,7,35,1060,28,5,28,23.8,1
5,26,1,1,8,28,2943,38,12,36.5,34,2
5,26,1,1,9,32.1,3698.6,38.7,16.5,37.5,34.8,10
6,26,1,1,2,32,597,27,15,25,23.8,1
6,26,1,1,7,28,850,26,6,26,33.7,1
6,26,1,1,8,37.5,3516,39,21.75,37,40.2,4
6,26,1,1,9,35.78,3340.44,38.44,16,37.78,37.66,9
7,26,1,1,7,31,2825,37.5,11,37.5,39.45,2
7,26,1,1,9,34,3545.83,36.67,14.33,37.17,34.13,6
8,26,1,1,8,42,2580,34,16,36,39.7,1
8,26,1,1,9,32,2530,34,14,34,44.15,2
1,27,1,1,4,36,2993,36,12,36,30.2,1
1,27,1,1,9,39,3800,40,20,39,27.5,1
2,27,1,1,7,30,3490,37.5,10.5,36,37.6,2
2,27,1,1,8,29.5,2745,36,10,35.5,30.25,2
2,27,1,1,9,32.57,3035.57,37.71,10.43,37,38.01,7
3,27,1,1,5,30,3131.5,35.5,15,35.5,33.55,2
3,27,1,1,7,32,2296,33,14,34,40.6,1
3,27,1,1,8,28,2530.5,35.25,7.75,34.5,29.63,4
3,27,1,1,9,29.61,3164.57,38.07,13.36,37.39,35.51,28
4,27,1,1,1,33,3742,37,14,37,40,1
4,27,1,1,3,30,2940,39,30,37,23.8,1
4,27,1,1,5,34,1930,30,12,30,33.1,1
4,27,1,1,6,43,780,25,5,24,21.9,1
4,27,1,1,8,39,2477.67,35.67,15.67,34.67,33.7,3
4,27,1,1,9,33,3282.05,37.14,11.95,37.05,35.18,21
4,27,1,1,10,29.67,3651.33,38,12,38,29.57,3
5,27,1,1,8,34.5,3245,37.5,14.5,37,33.3,2
5,27,1,1,9,33,3117.08,37,14.08,36.69,37.43,13
6,27,1,1,8,29.33,2276,33,12.67,32.67,36.3,3
6,27,1,1,9,34.78,3048.44,38,16.67,37.33,35.04,9
7,27,1,1,5,35,3490,36,17,36,38.4,1
7,27,1,1,7,39,2642,35,12,35,43.8,1
7,27,1,1,8,39,3280,38,15,38,28.4,1
7,27,1,1,9,37,1655,32,10,31,32.8,1
8,27,1,1,9,37,1814,36,28,36,21.3,1
,27,1,1,10,37,3629,37,10,38,25,1
1,28,1,1,8,35,3940,38,11,38,28,1
1,28,1,1,9,31,3462.5,38.5,17.5,38.5,39.45,2
2,28,1,1,3,36,635,28,3,25,39,1
2,28,1,1,5,35,3250,36,0,37,35.7,1
2,28,1,1,8,29,4409,38,9,38,22.3,1
2,28,1,1,9,34.17,3296.5,38.25,14.82,37.17,34.57,12
2,28,1,1,10,24,2267,33,5,35,45.8,1
3,28,1,1,0,30,3000,38,0,38,31.1,1
3,28,1,1,4,28,3900,35,10,35,42.3,1
3,28,1,1,5,30,1730,31,10,32,25.6,1
3,28,1,1,6,31.5,2112.5,32,12,32,31.2,2
3,28,1,1,7,29.5,3357.5,36.5,26,36.5,36.6,2
3,28,1,1,8,32.57,2989.86,35.86,21.5,35.71,36.89,7
3,28,1,1,9,30.2,3408.4,37.3,17.05,36.95,39.31,20
4,28,1,1,3,26,860,28,7,28,30,1
4,28,1,1,4,23,3672,39,14,37,35.3,1
4,28,1,1,6,34.5,1902,28,10,28,31.55,2
4,28,1,1,7,37,1130,26,5,28,31.5,1
4,28,1,1,8,32.5,2649,36,13.17,35.83,30.75,6
4,28,1,1,9,33.8,3073.8,37.07,13,36.8,34,15
4,28,1,1,10,31,2760,38,20,38,38.5,1
5,28,1,1,1,33,2280,40,12,33,33.5,1
5,28,1,1,5,33,2130,37,7,34,65.2,1
5,28,1,1,8,38,3460,37,13,37,58.9,1
5,28,1,1,9,33.71,3088.29,37.43,14.14,36.29,34.79,7
6,28,1,1,5,40,425,24,6,24,37.3,1
6,28,1,1,7,42,2405,36,9,37,30.2,1
6,28,1,1,8,34.6,2689.2,35.8,11.5,35,25.74,5
6,28,1,1,9,33.33,3148.33,36.42,14.09,36.83,36.47,12
7,28,1,1,6,39,3374,38,8,37,34.7,1
7,28,1,1,9,34,3036.25,36.75,15.5,36.62,30.39,8
8,28,1,1,9,32,1790,37,10,37,37.8,1
1,29,1,1,8,35,2957,39,14,39,21.2,1
1,29,1,1,9,39,3226.25,34,10.5,37.25,31.18,4
2,29,1,1,6,35,2535,35,11,34,45.4,1
2,29,1,1,8,34,2594.5,37,8,37,28.7,2
2,29,1,1,9,31,3597,38,16.67,37.5,34.03,6
3,29,1,1,4,32,2350,32,14,33,21.8,1
3,29,1,1,5,30,2923.5,36,16.5,34,39.8,2
3,29,1,1,7,31,2722.5,33.5,14,33.5,38.9,2
3,29,1,1,8,27.33,2927.67,35.67,8.67,35.33,31.37,3
3,29,1,1,9,32.67,3283.81,37.67,12.76,37.38,36.37,21
3,29,1,1,10,21,2960,38,12,38,44.3,1
4,29,1,1,1,39,246,19,4,19,44.7,1
4,29,1,1,5,32,1860,34,14,34,33.7,1
4,29,1,1,6,35,4143,38,7,37,57.4,1
4,29,1,1,7,32,3210,38,20,38,22.2,1
4,29,1,1,8,28,2276.67,32.67,12.5,32.67,40.13,3
4,29,1,1,9,34.39,3086.17,36.83,17.11,36.78,34.91,18
5,29,1,1,7,27,890,28,13,28,22.1,1
5,29,1,1,8,35,3295,38,17,38,28.6,2
5,29,1,1,9,33.5,2757.67,35.17,13.17,35.33,41.05,6
6,29,1,1,7,25,2122.5,34.5,10.5,34.5,27.55,2
6,29,1,1,8,32,3350,38,12,37,34.3,1
6,29,1,1,9,35.89,3261.67,37,13.11,37.44,32.06,9
7,29,1,1,8,35,3990,39,22,39,31,1
7,29,1,1,9,36.2,3476.4,38,17,38.6,34.98,5
1,30,1,1,3,36,468,22,4,22,32.5,1
1,30,1,1,8,39.5,2587.5,38.5,21,35.5,38.1,2
1,30,1,1,9,39,3985,36,15,37,57.6,1
2,30,1,1,0,33,985,26,6,26,32.9,1
2,30,1,1,2,27,510,24,2,24,21.8,1
2,30,1,1,4,27,1503,29,14,29,21.6,1
2,30,1,1,8,27.67,2291.67,33.67,9.67,33.33,31.4,3
2,30,1,1,9,30.23,3273.68,36.77,10.45,36.41,32.62,22
2,30,1,1,99,31,330,22,8,22,24.6,1
3,30,1,1,1,19,890,26,0,26,42.7,1
3,30,1,1,2,20,3501,39,16,41,29.8,1
3,30,1,1,4,21,420,28,3,24,31.3,1
3,30,1,1,6,37.33,1988.33,29.67,6,29.67,21.97,3
3,30,1,1,7,33.6,2400.6,34.4,13.5,32.6,32.36,5
3,30,1,1,8,33.67,2919.58,36.33,10.83,34.83,30.32,12
3,30,1,1,9,31.63,3468.69,38.06,12.74,37.14,35.23,35
3,30,1,1,10,41,3150,38,14,38,20.6,1
4,30,1,1,2,29,600,24.5,18,23.5,33.55,2
4,30,1,1,4,43,2750,37,16,37,28.3,1
4,30,1,1,6,32,2760.5,32.5,11.5,32.5,33.45,2
4,30,1,1,7,30.83,3132.67,34.17,17.8,34.17,41.93,6
4,30,1,1,8,33.75,3169.25,34.75,12,34.5,35.95,4
4,30,1,1,9,34.03,3044.47,37.13,14.64,36.3,36.14,30
4,30,1,1,99,27,0,20,18,20,25.7,1
5,30,1,1,2,22,3017,35,12,35,50.2,1
5,30,1,1,5,41,1685,31,8,31,42.5,1
5,30,1,1,6,30,940,25,16,26,27.5,1
5,30,1,1,7,37,3289,38,12,38,29.9,1
5,30,1,1,8,28.67,2671.33,35.33,12,35,33.77,3
5,30,1,1,9,34.75,3265.62,38.12,17.57,37,37.2,8
5,30,1,1,10,40,3185,39,28,39,50.5,1
6,30,1,1,1,40,2650,39,12,34,21.9,1
6,30,1,1,6,38,1460,29,15,29,29.7,1
6,30,1,1,7,38,3485.5,39,12,38,42.8,2
6,30,1,1,8,33,3135,36,15.6,36.2,35.16,5
6,30,1,1,9,35.27,3404.09,38.64,17.5,38.27,35.03,11
6,30,1,1,10,38.5,2915.5,37,15.5,37,43.95,2
7,30,1,1,8,41.5,2889.5,35,14,36,33.95,2
7,30,1,1,9,36.38,3208,37.12,16.5,37,28.23,8
8,30,1,1,5,33,3289,39,10,39,20.2,1
8,30,1,1,9,37,3204,40,15,38,25.6,1
1,31,1,1,2,30,1980,33,0,33,28.3,1
1,31,1,1,6,31,750,25,5,25,33.3,1
1,31,1,1,8,40,3430,34,14,34,48.2,1
1,31,1,1,9,34,2815.5,39,16.5,37,25.45,2
2,31,1,1,3,27,2050,31,6,31,30.8,1
2,31,1,1,7,28,590,28,5,27,32.9,1
2,31,1,1,8,29,3640,36,12,36.5,38.9,2
2,31,1,1,9,23.5,3595,36,11.5,35.5,38.25,2
3,31,1,1,7,37,2160,31.67,9.67,31.33,36.2,3
3,31,1,1,8,34.57,3520.43,37.29,14.71,36.57,37.77,7
3,31,1,1,9,31.14,3118.33,36.57,13.1,36.48,37.6,21
4,31,1,1,3,36,3316,38,13,37,42.4,1
4,31,1,1,5,30,2320,36,10,36,50.9,1
4,31,1,1,6,30.75,3812.25,37.25,17.25,36.75,42.73,4
4,31,1,1,7,38,3430,38,18,38,39.6,1
4,31,1,1,8,32,820,25,23,25,39.8,1
4,31,1,1,9,30.79,3277.36,37.71,15.25,37.14,37.87,14
5,31,1,1,4,27,1650,32,2,31,19.9,1
5,31,1,1,5,28,5155,37,21,37,46.3,1
5,31,1,1,7,32,3065,34,15.75,33.5,45.98,4
5,31,1,1,8,33.5,3332.5,34,12.5,35.5,43.1,2
5,31,1,1,9,33.3,2863.3,36.4,14.3,36.8,36.68,10
6,31,1,1,8,38.25,2953,37.5,16,36.5,34.9,4
6,31,1,1,9,36.14,3551.14,36.86,13.14,36.86,31.09,7
6,31,1,1,10,31,3458,37,0,38,33.1,1
7,31,1,1,2,42,4045,37,10,37,24.6,1
7,31,1,1,8,29,3840,36,14,36,41.5,1
7,31,1,1,9,35.5,3130,37.5,13.5,37.5,29.2,2
1,32,1,1,8,38,3710,37,30,37,38.7,1
1,32,1,1,9,31,4130,38,11,38,30.7,1
2,32,1,1,6,31,539,27,5,27,22.9,1
2,32,1,1,8,23.67,2944.33,34.67,9.33,34.67,37.37,3
2,32,1,1,9,32.8,3792.6,39.2,19,38,39.94,5
3,32,1,1,6,20,3070,37,16,37,36.6,1
3,32,1,1,7,32,2760,37,7,37,37.8,1
3,32,1,1,8,34.29,3589.86,36.14,11.83,35.71,38.01,7
3,32,1,1,9,31.67,3481,37.67,11.17,37.67,36.75,6
4,32,1,1,7,40,2933,40,8,37,53.2,1
4,32,1,1,8,30.8,2604.2,36.2,11.6,35.8,31.96,5
4,32,1,1,9,30.94,3092.88,36.18,13.06,36.47,33.72,17
5,32,1,1,7,37,4120,37,10,37,53.2,1
5,32,1,1,8,34.33,2003.33,35.33,13,33.67,39.77,3
5,32,1,1,9,34.6,3311.2,36.8,14.2,36.2,37.74,5
6,32,1,1,8,34.91,2999.36,36,13.64,35.64,33.62,11
6,32,1,1,9,35.83,2848.44,37.11,15.22,36.17,33.43,18
7,32,1,1,8,31,2860,37,10,37,28.3,1
7,32,1,1,9,38.67,4149.33,37.67,17.67,37.67,41.47,3
8,32,1,1,9,36.75,3170.25,36.75,16,36.75,32.2,4
,32,1,1,9,37,2948,38,28,37,39,1
2,33,1,1,7,37,3385,37,20,37,36.6,1
2,33,1,1,8,35,3320,37,16,37,44.3,1
2,33,1,1,9,24.5,3047,35.5,9.5,35.25,31.32,4
2,33,1,1,10,39,3771,37,9,39,27.9,1
3,33,1,1,1,34,850,27,15,27,34.7,1
3,33,1,1,6,20,3175,37,10,37,52,1
3,33,1,1,7,32,3072.5,35,17,36,42.85,2
3,33,1,1,8,27.33,2694,36.67,9.67,36.67,38.57,3
3,33,1,1,9,33.5,3299,38.44,13.44,37.31,36.66,16
4,33,1,1,6,26,2770,39,20,38,53.1,1
4,33,1,1,7,35,4295,37,11,37,39.2,1
4,33,1,1,8,26.5,2595,37,9,36,32.95,2
4,33,1,1,9,33.52,3208.71,36.76,15.38,37.14,34.21,21
4,33,1,1,99,32,2020,32,8,32,38.3,2
5,33,1,1,4,32,1559,31,8,31,36.3,1
5,33,1,1,7,34,2460,32,10,32,20.6,1
5,33,1,1,9,32.67,3576,37.5,17,37.33,34.43,6
6,33,1,1,9,35.25,2948.38,38,15,37.88,39.79,8
7,33,1,1,8,39,3572,38,10,38,30.7,1
7,33,1,1,9,33.4,3222.8,36.4,15,36.4,33.86,5
7,33,1,1,10,45,2920,38,12,38,30.7,1
8,33,1,1,8,40,1780,32,14,31,32.1,1
,33,1,1,6,36,3470,35,11,35,42,1
1,34,1,1,8,37,2360,33,5,33,33.3,1
1,34,1,1,9,34.33,3427.33,39.33,12.33,37,38.67,3
2,34,1,1,8,44,4249,38,16,38,39.9,1
2,34,1,1,9,28.25,3450.5,37.62,16.38,37.38,43.07,8
3,34,1,1,4,32,1910,38,5,34,61.1,1
3,34,1,1,5,26,4700,37,8,38,30.9,1
3,34,1,1,7,38.4,3139.2,36,21.2,36,43.58,5
3,34,1,1,8,32.25,2691,36.75,14.33,36.5,40.62,4
3,34,1,1,9,33.6,3481,36.9,12.33,36.8,32.87,10
3,34,1,1,10,29.33,2890,35,13.33,36.33,33.3,3
4,34,1,1,5,33.5,3486.5,40.5,32.5,36,45.5,2
4,34,1,1,6,35,1535,31.33,8.67,31.33,34.23,3
4,34,1,1,7,38,4432.5,38,9.5,36.5,45.9,2
